original_path,original_name,proposed_name,old_state,new_state,confidence,collision_status,duplicate_risk,file_exists
C:\Users\suppo\Downloads\New Music\Top1000\BTS- MIC Drop.mp3,BTS- MIC Drop.mp3,BTS - MIC Drop.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Calvin Harris - Summer.mp3,Calvin Harris - Summer.mp3,Calvin Harris - Summer (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Club\Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This Is What You Came For.mp3","Calvin Harris, Rihanna - This is What You Came For (Club).mp3",REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CANIBUS MAN.mp3,CANIBUS MAN.mp3,CANIBUS - MAN.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye.mp3,Clean Bandit - Rockabye (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn For The Weekend.mp3,Coldplay - Hymn for the Weekend (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.V..mp3,Coolio - Gangstas Paradise ft. L.v. (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise.mp3,Coolio - Gangstas Paradise (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,Delain - The Quest and the Curse Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version) (Alt 1).mp3,Denim and Leather-Saxon (studio version).temp.mp3,Denim And - Leather-saxon .temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.3,low_confidence,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix) [Premiere].mp3,DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix) [Premiere].mp3,DJ Snake - Let Me Love You ft. Justin Bieber (Marshmello Remix).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,Dominum - The Circus is in Town Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,Dr. Dre - Still D.r.e. ft. Snoop Dogg (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dream Theater - ＂Pull Me Under＂.mp3,Dream Theater - ＂Pull Me Under＂.mp3,Dream Theater - Pull Me Under.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Dwight Yoakam - ＂Waterfall＂.mp3,Dwight Yoakam - ＂Waterfall＂.mp3,Dwight Yoakam - Waterfall.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000\Emile Mosseri - ＂My Greedy Heart＂.mp3,Emile Mosseri - ＂My Greedy Heart＂.mp3,Emile Mosseri - My Greedy Heart.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Lose Yourself.mp3,Eminem - Lose Yourself.mp3,Eminem - Lose Yourself (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Mockingbird.mp3,Eminem - Mockingbird.mp3,Eminem - Mockingbird (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Rap God.mp3,Eminem - Rap God.mp3,Eminem - Rap God (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - Without Me.mp3,Eminem - Without Me.mp3,Eminem - Without Me (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.temp.mp3,EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.temp.mp3,Exit Eden - Femme Fatale Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Nat King Cole, Ray Charles 🎷The Ultimate Jazz Playlist 🎶 Jazz Classics 50s 60s 70s.mp3","Frank Sinatra, Nat King Cole, Ray Charles 🎷The Ultimate Jazz Playlist 🎶 Jazz Classics 50s 60s 70s.mp3","Frank Sinatra, - Nat King Cole, Ray Charles 🎷the Ultimate Jazz Playlist 🎶 Jazz Classics 50s 60s 70s.mp3",REVIEW_REQUIRED,HELD_PROBLEMS,0.3,low_confidence,similar_title,yes
C:\Users\suppo\Downloads\New Music\Top1000\GuttaTV- Straight Drop.mp3,GuttaTV- Straight Drop.mp3,GuttaTV - Straight Drop.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.temp.mp3,HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.temp.mp3,Hammerfall - Hammer of Dawn Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Händel： Harmonious Blacksmith.mp3,Händel： Harmonious Blacksmith.mp3,Händel - Harmonious Blacksmith.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice T Colors.mp3,Ice T Colors.mp3,Ice T - Colors.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Imagine Dragons - Believer.mp3,Imagine Dragons - Believer.mp3,Imagine Dragons - Believer (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.temp.mp3","Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.temp.mp3","Jazz Classics - 50s 60s 70s🎶frank Sinatra, Louis Armstrong, Nat King Cole🎷warm Vintage Jazz Melodies.temp.mp3",REVIEW_REQUIRED,HELD_PROBLEMS,0.3,low_confidence,near_duplicate,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.temp.mp3","Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.temp.mp3","Jazz Classics - 50s-60s-70s 🎶🎷nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.temp.mp3",REVIEW_REQUIRED,HELD_PROBLEMS,0.3,low_confidence,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Black Diamond.mp3,Kiss Black Diamond.mp3,Kiss - Black Diamond.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics (Alt 1).mp3,Kiss Deuce lyrics.temp.mp3,Kiss Deuce Lyrics.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Major Lazer - Cold Water.mp3,Major Lazer - Cold Water.mp3,Major Lazer - Cold Water (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Major Lazer - Cold Water.mp3,Major Lazer - Cold Water.mp3,Major Lazer - Cold Water (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Marshmello - Alone.mp3,Marshmello - Alone.mp3,Marshmello - Alone (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.temp.mp3,Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.temp.mp3,Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： Enter Sandman (Official Music Video).mp3,Metallica： Enter Sandman (Official Music Video).mp3,Metallica - Enter Sandman.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,illegal_chars,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Metallica： One (Official Music Video).mp3,Metallica： One (Official Music Video).mp3,Metallica - One.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,illegal_chars,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean.mp3,Michael Jackson - Billie Jean (Disco).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took A Pill In Ibiza.mp3,Mike Posner - I Took a Pill in Ibiza (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Bad Booty ｜ Official Video.mp3,MIRA - Bad Booty ｜ Official Video.mp3,Mira - Bad Booty ｜ Official Video (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Come With Me.mp3,MIRA - Come With Me.mp3,Mira - Come With Me (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Duro ｜ Lyric Video.mp3,MIRA - Duro ｜ Lyric Video.mp3,Mira - Duro ｜ Lyric Video (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ladida ｜ Lyric Video.mp3,MIRA - Ladida ｜ Lyric Video.mp3,Mira - Ladida ｜ Lyric Video (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Love Again.mp3,MIRA - Love Again.mp3,Mira - Love Again (HipHop).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Love Again.mp3,MIRA - Love Again.mp3,Mira - Love Again (Opera).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video.mp3","Mira - Ring, Ring ｜ Official Video (HipHop).mp3",REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video.mp3","Mira - Ring, Ring ｜ Official Video (Opera).mp3",REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (3 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ＂Trouble No More＂ 1974.mp3,Muddy Waters ＂Trouble No More＂ 1974.mp3,Muddy Waters - Trouble No More 1974.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
"C:\Users\suppo\Downloads\New Music\Top1000\MysticBoogie by Bantunani ＂ode to Joy, hymne à la joie New album - Musicalist＂.mp3","MysticBoogie by Bantunani ＂ode to Joy, hymne à la joie New album - Musicalist＂.mp3","MysticBoogie by Bantunani ode to Joy, hymne à la joie New album - Musicalist.mp3",REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\OZZY OSBOURNE - ＂No More Tears＂ (Official Video).mp3,OZZY OSBOURNE - ＂No More Tears＂ (Official Video).mp3,OZZY OSBOURNE - No More Tears (Official Video).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.temp.mp3,POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.temp.mp3,Powerwolf - Beast of Gévaudan Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Roxanne Shante： ＂Have a Nice Day＂.mp3,Roxanne Shante： ＂Have a Nice Day＂.mp3,Roxanne Shante - Have a Nice Day.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,illegal_chars,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Scorpions- Blackout (Remastered 2001).mp3,Scorpions- Blackout (Remastered 2001).mp3,Scorpions - Blackout (Remastered 2001).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.temp.mp3,SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.temp.mp3,Serenity - The End of Babylon Napalm Records.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,illegal_chars,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me (Alt 1).mp3,sonny boy williamson help me.temp.mp3,Sonny Boy - Williamson Help Me.temp.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.3,low_confidence,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000\SPIRITSAVER - ＂IM HIGH HAVE YOU MET ME？＂.mp3,SPIRITSAVER - ＂IM HIGH HAVE YOU MET ME？＂.mp3,SPIRITSAVER - IM HIGH HAVE YOU MET ME？.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,low_confidence,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born to Be Wild (Southern Rock).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000\SWAVAY- DUBLIN.mp3,SWAVAY- DUBLIN.mp3,SWAVAY - DUBLIN.mp3,REVIEW_REQUIRED,HELD_PROBLEMS,0.0,no_change,none,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face (Club).mp3,REVIEW_REQUIRED,HELD_PROBLEMS,1.0,COLLISION (2 files),exact_collision,yes
