original_path,original_name,proposed_name,fix_applied,confidence,parse_method,guessed_artist,guessed_title,ready_for_review
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,Best of Motown Legends Classic Soul Oldies 70s 80s 90s Greatest Hits Playlist You’ll Love!.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Best of Motown Legends Classic Soul Oldies 70s 80s 90s Greatest Hits Playlist You’ll Love!,no
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography Who is LBB Laura Bell Bundy.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Biography Who is LBB Laura Bell Bundy,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,Bloodbound - As Empires Fall Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,BLOODBOUND,As Empires Fall Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,Bloodbound - Defenders of Jerusalem Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,BLOODBOUND,Defenders Of Jerusalem Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love by 2Pac ft. Dr. Dre Interscope.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,California Love by 2Pac ft. Dr. Dre Interscope,no
C:\Users\suppo\Downloads\New Music\Top1000\Celebrate ｜ African Style ｜ Peter Gabriels.mp3,Celebrate ｜ African Style ｜ Peter Gabriels.mp3,Celebrate African Style Peter Gabriels.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Celebrate African Style Peter Gabriels,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Battle of Life Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,CIVIL WAR,Battle Of Life Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Invaders Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,CIVIL WAR,Invaders Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Oblivion Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,CIVIL WAR,Oblivion Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s–70s ｜ Golden Crooner Classics 🎶.mp3,Classic Crooner Collection ｜ Best Jazz Hits Golden Era 50s–70s ｜ Golden Crooner Classics 🎶.mp3,Classic Crooner Collection Best Jazz Hits Golden Era 50s - 70s Golden Crooner Classics 🎶.mp3,U+FF5C(｜)->(removed); U+2013(–)-> - ; collapsed_multiple_separators,1.0,standard,Classic Crooner Collection Best Jazz Hits Golden Era 50s,70s Golden Crooner Classics 🎶,yes
C:\Users\suppo\Downloads\New Music\Top1000_Classical\CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,Claude Debussy - Clair De Lune.mp3,U+FF1A(：)-> -,1.0,standard,CLAUDE DEBUSSY,CLAIR DE LUNE,yes
C:\Users\suppo\Downloads\New Music\Top1000\Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of 559 432Hz.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,Definition Of 559 432Hz,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,Delain - Beneath Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,Beneath Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,Delain - Dance With the Devil Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,Dance With The Devil Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,Delain - Moth to a Flame Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,Moth To A Flame Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,Delain - Queen of Shadow Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,Queen Of Shadow Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,Delain - The Quest and the Curse Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,The Quest And The Curse Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.temp.mp3,Delain - The Quest and the Curse Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,The Quest And The Curse Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,Delain - The Reaping Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DELAIN,The Reaping Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000\DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR Satyameva Jayate John Abraham Nora Fatehi Tanishk B Neha Kakkar Ikka Dhvani T-Series.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,0.0,unknown,,DILBAR Satyameva Jayate John Abraham Nora Fatehi Tanishk B Neha Kakkar Ikka Dhvani T-Series,no
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,Dominum - Danger Danger Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,Danger Danger Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,Dominum - Hey Living People Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,Hey Living People Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,Dominum - Immortalis Dominum Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,Immortalis Dominum Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,Dominum - One of Us Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,One Of Us Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,Dominum - Patient Zero Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,Patient Zero Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,Dominum - Rock You Like a Hurricane Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,Rock You Like A Hurricane Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,Dominum - The Circus is in Town Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,The Circus Is In Town Napalm Records,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.temp.mp3,Dominum - The Circus is in Town Napalm Records.temp.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,The Circus Is In Town Napalm Records.temp,yes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - We All Taste The Same (Official Video) ｜ Napalm Records.mp3,DOMINUM - We All Taste The Same (Official Video) ｜ Napalm Records.mp3,Dominum - We All Taste the Same Napalm Records.mp3,U+FF5C(｜)->(removed); collapsed_multiple_separators,1.0,standard,DOMINUM,We All Taste The Same Napalm Records,yes
