original_path,original_name,issue_type,current_state,new_state,reason
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Seth (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Seth (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Somewhere Better (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Somewhere Better (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Unstoppable (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Unstoppable (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Upside Down (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Upside Down (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Adrenaline Rush.mp3,Adrenaline Rush.mp3,NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,partial recovery: known_artist_end_match
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AEPHANEMER - Antigone (Official Video) ｜ Napalm Records.mp3,AEPHANEMER - Antigone (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AEPHANEMER - Panta Rhei (Official Video) ｜ Napalm Records.mp3,AEPHANEMER - Panta Rhei (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Aero Chord feat. DDARK - Shootin Stars ｜ Trap ｜ NCS - Copyright Free Music.mp3,Aero Chord feat. DDARK - Shootin Stars ｜ Trap ｜ NCS - Copyright Free Music.mp3,NO_CHANGE,HELD_PROBLEMS,REVIEW_REQUIRED,"proposed matches original, no rename needed"
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Aint No Stopping Us Now Mcfadden and Whitehead.mp3,Aint No Stopping Us Now Mcfadden and Whitehead.mp3,FALLBACK_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,"fallback parse, no improvement found"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,recovered: unicode_cleanup+standard
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson Anywhere On Earth You Are.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: known_artist_match conf=0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Knew All Along.mp3,Alan Jackson Knew All Along.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: known_artist_match conf=0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson- Everything I Love.mp3,Alan Jackson- Everything I Love.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: hyphen_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - Alone.mp3,Alan Walker - Alone.mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: subfolder_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Alone.mp3,Alan Walker - Alone.mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: subfolder_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Sing Me To Sleep (Marshmello Remix).mp3,Alan Walker - Sing Me To Sleep (Marshmello Remix).mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: content_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alan Walker - Sing Me To Sleep.mp3,Alan Walker - Sing Me To Sleep.mp3,EXACT_COLLISION,HELD_PROBLEMS,HELD_PROBLEMS,collision requires manual review
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Albert Collins Ice Pick.mp3,Albert Collins Ice Pick.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: known_artist_match conf=0.7
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: content_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know ft. Nico & Vinz.mp3,Alesso - I Wanna Know ft. Nico & Vinz.mp3,EXACT_COLLISION,HELD_PROBLEMS,HELD_PROBLEMS,collision requires manual review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\All Eyez On Me.mp3,All Eyez On Me.mp3,FALLBACK_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,"fallback parse, no improvement found"
C:\Users\suppo\Downloads\New Music\Top1000_Country\All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas- George Strait.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: hyphen_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine.mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: subfolder_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Allman Brothers Band - Soulshine.mp3,Allman Brothers Band - Soulshine.mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: subfolder_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Country\Amarillo By Morning.mp3,Amarillo By Morning.mp3,NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,recovered: by_separator
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AMBERIAN DAWN - Super Trouper (Abba Cover) (Official Lyric Video) ｜ Napalm Records.mp3,AMBERIAN DAWN - Super Trouper (Abba Cover) (Official Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AMBERIAN DAWN - Temptation's Gates (Official Video) ｜ Napalm Records.mp3,AMBERIAN DAWN - Temptation's Gates (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AMBERIAN DAWN - The Day Before You Came (Lyric Video) ｜ Napalm Records.mp3,AMBERIAN DAWN - The Day Before You Came (Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,Ambitionz Az A Ridah.mp3,NEAR_DUPLICATE,HELD_PROBLEMS,REVIEW_REQUIRED,"near-duplicate cluster, risk=near_duplicate"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\American Girl performed by Tom Petty.mp3,American Girl performed by Tom Petty.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: by_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Among The Living-Anthrax.mp3,Among The Living-Anthrax.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
C:\Users\suppo\Downloads\New Music\Top1000_Club\ANGERFIST MEGAMIX 2021 DJ IWO.mp3,ANGERFIST MEGAMIX 2021 DJ IWO.mp3,FALLBACK_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,"fallback parse, no improvement found"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS MCSIX - 6666 (Official Video) ｜ Napalm Records.mp3,ANGUS MCSIX - 6666 (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSix - Dig Down (feat. Van Canto) (Official Video) ｜ Napalm Records.mp3,ANGUS McSix - Dig Down (feat. Van Canto) (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - I am Adam McSix feat. Rhapsody of Fire + Alex Krull (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - I am Adam McSix feat. Rhapsody of Fire + Alex Krull (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - Laser-Shooting Dinosaur (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - Laser-Shooting Dinosaur (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - Master Of The Universe (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - Master Of The Universe (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - Ride To Hell (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - Ride To Hell (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - Sixcalibur (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - Sixcalibur (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ANGUS McSIX - The Fire of Yore feat. Uwe Ochsenknecht (Official Video) ｜ Napalm Records.mp3,ANGUS McSIX - The Fire of Yore feat. Uwe Ochsenknecht (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Annihilator Alison Hell (Remastered Version).mp3,Annihilator Alison Hell (Remastered Version).mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: weak_recovery
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ante Up Remix.mp3,Ante Up Remix.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
C:\Users\suppo\Downloads\New Music\Top1000\ARDN RUNNER UP.mp3,ARDN RUNNER UP.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
"C:\Users\suppo\Downloads\New Music\Top1000\Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3","Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Arise.mp3,Arise.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
"C:\Users\suppo\Downloads\New Music\Top1000\AronChupa, Little Sis Nora - Im an Albatraoz ｜ OFFICIAL VIDEO.mp3","AronChupa, Little Sis Nora - Im an Albatraoz ｜ OFFICIAL VIDEO.mp3",NO_CHANGE,HELD_PROBLEMS,REVIEW_REQUIRED,"proposed matches original, no rename needed"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Audio Two- Top Billin.mp3,Audio Two- Top Billin.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: hyphen_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AVANTASIA - The Witch (feat. Tommy Karevik) (Official Video) ｜ Napalm Records.mp3,AVANTASIA - The Witch (feat. Tommy Karevik) (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii Levels Skrillex Remix.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: known_artist_match conf=0.7
C:\Users\suppo\Downloads\New Music\Top1000_Club\Axwell Λ Ingrosso - Thinking About You (Festival Mix).mp3,Axwell Λ Ingrosso - Thinking About You (Festival Mix).mp3,EXACT_COLLISION,HELD_PROBLEMS,REVIEW_REQUIRED,collision disambiguated: content_suffix
C:\Users\suppo\Downloads\New Music\Top1000_Club\Axwell Λ Ingrosso - Thinking About You.mp3,Axwell Λ Ingrosso - Thinking About You.mp3,EXACT_COLLISION,HELD_PROBLEMS,HELD_PROBLEMS,collision requires manual review
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B. B. King - The Thrill Is Gone ｜ Stages.mp3,B. B. King - The Thrill Is Gone ｜ Stages.mp3,NO_CHANGE,HELD_PROBLEMS,REVIEW_REQUIRED,"proposed matches original, no rename needed"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B.B. King- Everyday I have the Blues.mp3,B.B. King- Everyday I have the Blues.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: hyphen_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000\Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,recovered: unicode_cleanup+known_artist_match
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Bach, Air.mp3","Bach, Air.mp3",NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,partial recovery: comma_separator
C:\Users\suppo\Downloads\New Music\Top1000_Country\Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From- Kenny Chesney.mp3,FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: hyphen_separator conf=0.8
C:\Users\suppo\Downloads\New Music\Top1000\BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,NO_CHANGE,HELD_PROBLEMS,REVIEW_REQUIRED,"proposed matches original, no rename needed"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\BAD TO THE BONE.mp3,BAD TO THE BONE.mp3,FALLBACK_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,"fallback parse, no improvement found"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BATTLELORE - Chambers Of Fire (Lyric Video) ｜ Napalm Records.mp3,BATTLELORE - Chambers Of Fire (Lyric Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BATTLELORE - Elvenking (Official Video) ｜ Napalm Records.mp3,BATTLELORE - Elvenking (Official Video) ｜ Napalm Records.mp3,ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-Paul Revere with lyrics.mp3,FALLBACK_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,"fallback parse, no improvement found"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",FALLBACK_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,parse improved: known_artist_match conf=0.7
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,Believe.mp3,NO_PARSE,HELD_PROBLEMS,HELD_PROBLEMS,no-parse: unrecoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins - ＂Key Largo＂.mp3,NO_PARSE,HELD_PROBLEMS,REVIEW_REQUIRED,recovered: unicode_cleanup+standard
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3","Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,HELD_PROBLEMS,illegal chars present but fix incomplete
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3","Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3",ILLEGAL_CHAR,HELD_PROBLEMS,REVIEW_REQUIRED,"illegal chars fixed, high-confidence parse"
