original_path,original_name,old_status,new_status,reason
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg.mp3,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: 50 Cent - 21 Questions ft. Nate Dogg (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8 Ball and MJG- Space Age Pimpin.mp3,8 Ball and MJG- Space Age Pimpin.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: A Tribe Called Quest - Electric Relaxation (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000\Aaria- Thug Love ft. Dreamdoll.mp3,Aaria- Thug Love ft. Dreamdoll.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\ACDC- For Those About To Rock (with lyrics).mp3,ACDC- For Those About To Rock (with lyrics).mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson Anywhere On Earth You Are.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Knew All Along.mp3,Alan Jackson Knew All Along.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson- Everything I Love.mp3,Alan Jackson- Everything I Love.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Albert Collins Ice Pick.mp3,Albert Collins Ice Pick.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Alesso - I Wanna Know ft. Nico & Vinz (Alesso & Deniz Koyu Remix - Au).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas- George Strait.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,Ambitionz Az A Ridah.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary+near_dup
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\American Girl performed by Tom Petty.mp3,American Girl performed by Tom Petty.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Audio Two- Top Billin.mp3,Audio Two- Top Billin.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii Levels Skrillex Remix.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B.B. King- Everyday I have the Blues.mp3,B.B. King- Everyday I have the Blues.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From- Kenny Chesney.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,"Alternate name available: Best Motown Hits of All Time Soul Legends - Marvin Gaye, Smokey Robinson & James Brown.mp3"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman- Honey Pack.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,Big L - Put It On (Official Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Big L - Put it On (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Big Pun - Still Not a Player ft. Joe (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath ~ War Pigs.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions- South Bronx.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe- Til The Rain Gone.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe- War Cry.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels Band-The Souths Gonna Do It Again.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane In The Brain (Official HD Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Cypress Hill - Insane in the Brain (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Delain - The Quest and the Curse Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-Saxon (studio version).mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T (Martin Garrix Remix) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: DJ Jazzy Jeff & the Fresh Prince - Summertime (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Dominum - The Circus is in Town Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,Don Williams ~ No Use Running ~.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,Don Williams ~ Shes With Me ~.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,Don Williams ~~The First Fool In Line ~~.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That (Official Video).mp3,Easton Corbin - A Little More Country Than That (Official Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Easton Corbin - A Little More Country Than That (Music Video) (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3","Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,elvis presley blue suede shoes color.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is (Official Music Video).mp3,Eminem - My Name Is (Official Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Eminem - My Name Is (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Exit Eden - Femme Fatale Napalm Records (Alt 1).mp3
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek- INMORTAL.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,Find Yourself by Brad Paisley.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt ~ Prelude to Transcendental Etudes.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La (Official HD Video).mp3,Fugees - Fu-Gee-La (Official HD Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Fugees - Fu-gee-la (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangstarr-Above The Clouds.mp3,Gangstarr-Above The Clouds.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper (Official 4K Video).mp3,George Michael - Careless Whisper (Official 4K Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: George Michael - Careless Whisper (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,George Strait Thats My Kind Of Woman.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,Geto Boys-Mind Playing Tricks on Me.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,Gregg Allman- I'm No Angel.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Hammerfall - Hammer of Dawn Napalm Records (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around (Official 4K Music Video).mp3,House of Pain - Jump Around (Official 4K Music Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: House of Pain - Jump Around (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,Howlin Wolf- Killing Floor.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,Iced Earth- coming curse.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3","Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary+near_dup
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3",READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3","Josh Turner, Silver Wings.mp3",READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest- Freewheel Burning with lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest- The Sentinel with lyrics.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells Hoodoman Blues.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Just to See You Smile Lyrics By Tim McGraw.mp3,READY_CANDIDATE_BLOCKED,NEEDS_REVIEW,"Low confidence / unknown parse, not auto-recoverable"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,Kacey Musgraves - Biscuits (Official Lyric Video).mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Kacey Musgraves - Biscuits (Music Video) (Alt 1).mp3
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Alternate name available: Kamelot - Eventide Napalm Records (Music Video).mp3
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry Last Friday Night Lyrics.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,Kenny Chesney The Life.mp3,READY_CANDIDATE_BLOCKED,RECOVERED_READY_CANDIDATE,Low-conf upgraded: artist_name_boundary
