original_path,proposed_name,reason_for_review,confidence,recommended_action,notes
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Bach - Best Version of Jesu, Joy Of Mans Desiring.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman - Honey Pack.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony - ft 2pac thug luv lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions - South Bronx.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe - Til The Rain Gone.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe - War Cry.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels - Band-the Souths Gonna Do it Again.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-saxon.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.0,hold,Source exists. Parse method: unknown.
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek - INMORTAL.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,Brad Paisley - Find Yourself.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangstarr-Above The Clouds.mp3,Gangstarr-above the Clouds.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.0,hold,Source exists. Parse method: unknown.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,Geto Boys-mind - Playing Tricks on Me.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,Gregg Allman - I'm No Angel.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,John Mayall bluesbreakers & Eric Clapton - Hideaway.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,Howlin Wolf - Killing Floor.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,Iced Earth - coming curse.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Jazz Classics - 50s-60s-70s 🎶🎷nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland - Rock Me Baby- Part 1.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest - Freewheel Burning with lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest - The Sentinel with lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Tim McGraw - Just to See You Smile Lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney - Better As A Memory.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney - Nowhere To Go, Nowere To Be.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Kiss Deuce Lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.0,hold,Source exists. Parse method: unknown.
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","Anna Netrebko. Russian subtitles - La Traviata ＂Addio, del passato＂.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John - -You Hurt Me.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,Brad Paisley - Love Her Like Shes Leaving.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,Miranda Lambert - Makin Plans.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,Martin - Zac Brown Band Lyrics!.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,Miranda Lambert - Another Heartache.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert - Mama Im Alright.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,Toby Keith - Missing Me Some You.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young - My My, Hey Hey (Out Of The Blue).mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Toby Keith - Nights I Cant Remember, Friends Ill Never Forget.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy - WELCOME TO THE TERRORDOME.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D - PSK, What Does It Mean？.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery - I Cross My Heart Lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,Slick Rick - -la di da di lyrics.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,Sonny Boy - Williamson Help Me.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,Gustav Holst No. 2 Ostinato - St. Pauls Suite.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,The Byrds - I Wasn't Born To Follow.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,The Roots - No Alibi.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw - Where The Green Grass Grows.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,Toby Keith - Aint Breakin Nothin.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,Twista ‎ - Overnight Celebrity.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,Van Halen - Runnin' with the devil.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Frank Sinatra, Nat King Cole & Louis Armstrong - Vintage Jazz 1950s 🎷 Golden Classics.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3","Brad Paisley.wmv - With you, Without you.mp3","Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Candi Staton - Young Hearts Run Free.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,"Low confidence / unknown parse, not auto-recoverable; low_conf_blocked ()",0.3,hold,Source exists. Parse method: fallback_heuristic.
