original_path,proposed_name,source_queue,confidence
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,Ambitionz Az - A Ridah.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii - Levels Skrillex Remix.mp3,recovered_phase11,0.65
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time Soul Legends - Marvin Gaye, Smokey Robinson & James Brown.mp3",recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,Big L - Put it On (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane in the Brain (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,Delain - The Quest and the Curse Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T (Martin Garrix Remix) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,DJ Jazzy Jeff & the Fresh Prince - Summertime (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,Dominum - The Circus is in Town Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,Don Williams - ~ No Use Running ~.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,Don Williams - ~ Shes With Me ~.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,Don Williams - ~~The First Fool In Line ~~.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That (Official Video).mp3,Easton Corbin - A Little More Country Than That (Music Video) (Alt 1).mp3,recovered_phase11,0.8
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3",Edvard Grieg - In the Hall of the Mountain King from ＂Peer Gynt＂.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,elvis presley - blue suede shoes color.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is (Official Music Video).mp3,Eminem - My Name Is (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,Exit Eden - Femme Fatale Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt - ~ Prelude to Transcendental Etudes.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La (Official HD Video).mp3,Fugees - Fu-gee-la (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper (Official 4K Video).mp3,George Michael - Careless Whisper (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,George Strait - Thats My Kind Of Woman.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,Hammerfall - Hammer of Dawn Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around (Official 4K Music Video).mp3,House of Pain - Jump Around (Music Video) (Alt 1).mp3,recovered_phase11,0.8
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3","Jazz Classics - 50s 60s 70s🎶frank Sinatra, Louis Armstrong, Nat King Cole🎷warm Vintage Jazz Melodies.mp3",recovered_phase11,0.7
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso - La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3",recovered_phase11,0.7
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3",Josh Turner - Silver Wings.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells - Hoodoman Blues.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kacey Musgraves - Biscuits (Official Lyric Video).mp3,Kacey Musgraves - Biscuits (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Eventide (Official Video) ｜ Napalm Records.mp3,Kamelot - Eventide Napalm Records (Music Video).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry - Last Friday Night Lyrics.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,Kenny Chesney - The Life.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney - ~ A Lot Of Things Different.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000\Martin Garrix - Animals (Official Video).mp3,Martin Garrix - Animals (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Marvin Gaye ❤️ Let’s Get It On – Greatest Hits Full Album ｜ Top 100 Motown Soul Classics.mp3,Marvin Gaye ❤️ Let’s Get it On - Greatest Hits Full Album Top 100 Motown Soul Classics (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,MASTER P - SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,recovered_phase11,0.7
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones, Pt. II (Official HD Video).mp3","Mobb Deep - Shook Ones, Pt. II (Music Video) (Alt 1).mp3",recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Survival of the Fittest (Official HD Video).mp3,Mobb Deep - Survival of the Fittest (Music Video) (Alt 1).mp3,recovered_phase11,0.8
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3","Mozart - Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3",recovered_phase11,0.65
C:\Users\suppo\Downloads\New Music\Top1000_Blues\muddy waters all aboard.mp3,muddy waters - all aboard.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ~ My Home Is In The Delta.mp3,Muddy Waters - ~ My Home Is In The Delta.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Hate Me Now (Official HD Video) ft. Puff Daddy.mp3,Nas - Hate Me Now ft. Puff Daddy (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - Nas Is Like (Official Video).mp3,Nas - Nas is Like (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty by Nature - Hip Hop Hooray (Official Music Video).mp3,Naughty by Nature - Hip Hop Hooray (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P. (Official Music Video) [HD].mp3,Naughty by Nature - O.p.p. (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Nirvana - Smells Like Teen Spirit (Official Music Video).mp3,Nirvana - Smells Like Teen Spirit (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Beast Of Gévaudan (Official Video) ｜ Napalm Records.mp3,Powerwolf - Beast of Gévaudan Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster) (Alt 1).mp3,recovered_phase11,0.8
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna (Music Video) (Alt 1).mp3",recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\RAINBOW   Kill The King HQ   Original Studio version.mp3,RAINBOW - Kill The King HQ   Original Studio version.mp3,recovered_phase11,0.65
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The End Of Babylon (Official Video) ｜ Napalm Records.mp3,Serenity - The End of Babylon Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer ~ Angel of Death (Lyrics).mp3,Slayer - ~ Angel of Death (Lyrics).mp3,recovered_phase11,0.65
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Tavares heaven must be missing an angel.mp3,Tavares - heaven must be missing an angel.mp3,recovered_phase11,0.65
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,tha Dogg Pound - Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize (Official Music Video) [4K].mp3,The Notorious B.I.G. - Hypnotize (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy (Official Video) [4K].mp3,The Notorious B.I.G. - Juicy (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning (Official Music Video).mp3,The Notorious B.I.G. - Warning (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,The Pharcyde - ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,Toby Keith - Old toy trains.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,Toby Keith - That Dont Make Me A Bad Guy lyric video.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,Toby Keith - You Aint Much Fun.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,Visions of Atlantis & Warkings - Pirates & Kings Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,Warkings - Genghis Khan (Feat. Orden Ogan) Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,Wind Rose - To Be a Dwarf Napalm Records (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,Wu-tang Clan - C.r.e.a.m. (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,Wu-tang Clan - Triumph ft. Cappadonna (Music Video) (Alt 1).mp3,recovered_phase11,0.8
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,Zac Brown Band - Cold Hearted lyrics.mp3,recovered_phase11,0.7
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,Zac Brown Band - ~ Free Extended Version.mp3,recovered_phase11,0.7
