track_id,artist,title,current_genre,current_subgenre,source,confidence,priority,reason
2344,Jelly Roll,Jelly Roll - NEED A FAVOR,,,,,1,no_label
2345,Jelly Roll,Jelly Roll - Same Assholee,,,,,1,no_label
2346,Jelly Roll,Jelly Roll - Save Me,,,,,1,no_label
2367,Josh Wawa White,Josh White - Movin' About My Ways,,,,,1,no_label
2377,Ryan Upchurch,Justin Adams ft  Ryan Upchurch - Old Days,,,,,1,no_label
2383,KC DeLeon Guerrero,KC DeLeon Guerrero - Pot Fabot Munga Piniti,,,,,1,no_label
2392,Kid Rock,Kid Rock - Never Quit,,,,,1,no_label
2403,Kolby Cooper,Kolby Copper - 2 Words,,,,,1,no_label
2404,Kolby Cooper,Kolby Copper - One Night Stand,,,,,1,no_label
2407,Unknown,Liliac - Nothing,,,,,1,no_label
2417,English Tuition,Loverboy - Turn Me Loose,,,,,1,no_label
2426,Tom MacDonald,Made Of Stone - Tom MacDonald,,,,,1,no_label
2452,Tom MacDonald,My Gang - Tom MacDonald,,,,,1,no_label
2458,New Horizon,New Horizon - Stronger Than Steel,,,,,1,no_label
2464,Tom MacDonald,No Regrets - Tom MacDonald,,,,,1,no_label
2465,radiowv,Oliver Anthony - Rich Men North Of Richmond,,,,,1,no_label
2468,OverTime,OverTime - Bad Attitude,,,,,1,no_label
2472,OverTime,OverTime - Next To Me,,,,,1,no_label
2482,Unknown,Pink Floyd - High Hopes,,,,,1,no_label
2485,RyanEnC,Poison - Ride The Wind,,,,,1,no_label
2511,Rick Trevino,Rick Trevino - Learning As You Go,,,,,1,no_label
2514,Unknown,RIP - My Mind Don't Rest,,,,,1,no_label
2515,"Pagan RIP, RIP",RIP - Not All Wounds Bleed,,,,,1,no_label
2516,RIP,RIP - Odin Can You Hear Me,,,,,1,no_label
2517,RIP,RIP - Woke Up Tired Again,,,,,1,no_label
2525,Rust n' Rage,Rust n Rage - Heartbreaker,,,,,1,no_label
2529,Ryan Upchurch,Ryan Upchurch - Hollerboys,,,,,1,no_label
2546,Tom MacDonald,Screen Saver - Tom MacDonald,,,,,1,no_label
2559,Shinedown,Shinedown - Planet Zero,,,,,1,no_label
2563,Tom MacDonald,Shit Was Fuckin Cool - Tom MacDonald,,,,,1,no_label
2582,Craig Morgan,That Ain t Gonna Be Me - Craig Morgan Trace Adkins,,,,,1,no_label
2586,Dirt Rock Empire,The Lacs & Nate Kenyon - Dirt Road Dollars,,,,,1,no_label
2587,The Lacs,The Lacs - Field Party,,,,,1,no_label
2588,Dirt Rock Empire,The Lacs - Party in the Boondocks,,,,,1,no_label
2589,Dirt Rock Empire,The Lacs - Redneck Rockstar,,,,,1,no_label
2597,The Tubes,The Tubes - She's A Beauty,,,,,1,no_label
2598,Thomas Rhett,Thomas Rhett - Get Me Some Of That,,,,,1,no_label
2604,Tim Montana,Tim Montana - Hillbilly Rick,,,,,1,no_label
2623,Tom MacDonald,Tom MacDonald & Brandon Hart ft. Nova Rockafeller - Heart Emoji,,,,,1,no_label
2625,Tom MacDonald,Tom MacDonald - 5 Bank Accounts,,,,,1,no_label
2627,Tom MacDonald,Tom MacDonald - Angels & Demons,,,,,1,no_label
2628,Tom MacDonald,Tom MacDonald - Angels Demons,,,,,1,no_label
2630,Tom MacDonald,Tom MacDonald - Ashes,,,,,1,no_label
2632,Tom MacDonald,Tom MacDonald - Bank Accounts,,,,,1,no_label
2644,Tom MacDonald,Tom MacDonald - Getting Old,,,,,1,no_label
2647,Tom MacDonald,Tom MacDonald - Hang On,,,,,1,no_label
2650,Tom MacDonald,Tom MacDonald - Hollywood,,,,,1,no_label
2651,Tom MacDonald,Tom MacDonald - I Cant Sleep,,,,,1,no_label
2658,Tom MacDonald,Tom MacDonald - Made Of Stone,,,,,1,no_label
2661,Tom MacDonald,Tom MacDonald - My Gang,,,,,1,no_label
2662,Tom MacDonald,Tom MacDonald - Naked,,,,,1,no_label
2663,Tom MacDonald,Tom MacDonald - Names,,,,,1,no_label
2665,Tom MacDonald,Tom MacDonald - No Regrets,,,,,1,no_label
2669,Tom MacDonald,Tom MacDonald - Psycho-1,,,,,1,no_label
2670,Tom MacDonald,Tom MacDonald - Psycho,,,,,1,no_label
2673,Tom MacDonald,Tom MacDonald - Scars,,,,,1,no_label
2674,Tom MacDonald,Tom MacDonald - Screen Saver,,,,,1,no_label
2678,Tom MacDonald,Tom MacDonald - Shit Was Fuckin Cool,,,,,1,no_label
2684,Tom MacDonald,Tom MacDonald - The Names,,,,,1,no_label
2686,Tom MacDonald,Tom MacDonald - The Way I Am,,,,,1,no_label
2688,Tom MacDonald,Tom MacDonald - Trigger Happy,,,,,1,no_label
2689,Tom MacDonald,Tom MacDonald - Trophies,,,,,1,no_label
2692,Tom MacDonald,Tom MacDonald - Villain,,,,,1,no_label
2695,Tom MacDonald,Tom MacDonald - Wheels Keep Turning,,,,,1,no_label
2700,Tom MacDonald,"Tom MacDonald, Nova Rockafeller & Brandon Hart - No Good Bastards",,,,,1,no_label
2701,Tom McDonald,Tom McDonald - Middle Fingers,,,,,1,no_label
2702,Tom McDonald,Tom McDonald - Us Against the World,,,,,1,no_label
2708,Trace Adkins,Trace Adkins - Empty Chairs,,,,,1,no_label
2709,Trace Adkins,Trace Adkins - Mind On Fishing,,,,,1,no_label
2736,Tom MacDonald,Trigger Happy - Tom MacDonald,,,,,1,no_label
2743,Upchurch,UPCHURCH - PondCreek Road ,,,,,1,no_label
2744,Adam Calhoun,Upchurch X Adam Calhoun X Demun Jones - Country,,,,,1,no_label
2759,Weird Al Yankovic,Weird Al Yankovic - Amish Paradise,,,,,1,no_label
2760,Weird Al Yankovic,Weird Al Yankovic - I Lost On Jeopardy,,,,,1,no_label
2761,Weird Al Yankovic,Weird Al Yankovic - Word Crimes,,,,,1,no_label
2771,Samuelu Faoliu,Zipso - Fika Mai Le Pese,,,,,1,no_label
2777,Unknown,Daughtry - Home,,,,,1,no_label
2778,Unknown,Eric Clapton - Wonderful Tonight,,,,,1,no_label
2779,Unknown,other,,,,,1,no_label
2780,Unknown,vocals,,,,,1,no_label
2781,Unknown,Vanny Vabiola - I Love You,,,,,1,no_label
2782,Unknown,Edward Lamar - Quiet Storm,,,,,1,no_label
2783,RIP,RIP - Blackout Mind,,,,,1,no_label
2784,RIP,RIP - Blood on the Gravel,,,,,1,no_label
2785,Unknown,RIP - Built This Hell Myself,,,,,1,no_label
2786,RIP,RIP - Caged In My Mind,,,,,1,no_label
2787,RIP,RIP - Forgive Me,,,,,1,no_label
2788,RIP,RIP - I Write So I Don’t Die,,,,,1,no_label
2789,Unknown,RIP - Last Light’s Fadin,,,,,1,no_label
2790,RIP,RIP - The Devil Don’t Need Chains,,,,,1,no_label
2791,RIP,RIP - The Things You’ll Never See,,,,,1,no_label
2792,RIP,RIP - Too Quiet To Cry,,,,,1,no_label
2793,RIP,RIP - Wasting Away,,,,,1,no_label
2794,RIP,RIP - When My Mind Ain’t Mine,,,,,1,no_label
2795,RIP,RIP - Whiskey and Shadows,,,,,1,no_label
2796,Unknown,bass,,,,,1,no_label
2797,Unknown,drums,,,,,1,no_label
2798,Unknown,Clint Black - Nothin' But The Taillights,,,,,1,no_label
2799,Unknown,Storm Chant - The Day I Forgave Myself,,,,,1,no_label
2800,Unknown,Motorhead - The Game,,,,,1,no_label
2801,Unknown,Rev Theory - Voices (Randy Orton),,,,,1,no_label
2802,Unknown,Kingdom,,,,,1,no_label
2803,Unknown,2Pac - California Love,,,,,1,no_label
2804,Unknown,Grandmaster Flash & The Furious Five - The Message (Official Video),,,,,1,no_label
2805,Unknown,Rob Base & DJ EZ Rock - It Takes Two (Lyrics),,,,,1,no_label
2806,Unknown,The Notorious B.I.G. - Juicy (Lyrics),,,,,1,no_label
2807,Unknown,"The Sugar Hill Gang - Rapper's Delight ( HQ, Full Version )",,,,,1,no_label
2808,Unknown,Dax - Lonely Dirt Road (Lyrics),,,,,1,no_label
2809,Unknown,Dax - ＂TEMPTATION＂ (Official Music Video),,,,,1,no_label
2810,Unknown,Dr. Dre ft. Snoop Dogg - Nuthin' But A G Thang (432Hz),,,,,1,no_label
2811,Unknown,Snoop Dogg - Gin And Juice,,,,,1,no_label
2812,Unknown,120 BPM Metronome,,,,,1,no_label
2813,Unknown,3 Doors Down - It's Not My Time,,,,,1,no_label
2814,Unknown,50 Cent - In Da Club (Official Music Video),,,,,1,no_label
2815,Unknown,Nicki Minaj - Super Bass (Official Video),,,,,1,no_label
2816,Unknown,Tones and I - Dance Monkey (Lyrics),,,,,1,no_label
2817,Unknown,Brass in Pocket,,,,,1,no_label
2818,Unknown,The Alan Parsons Project - Sirius,,,,,1,no_label
2819,Unknown,Pretenders - Don't Get Me Wrong,,,,,1,no_label
2820,Unknown,Pretenders - Back on the Chain Gang,,,,,1,no_label
2821,Unknown,The Who - Love Reign Over Me,,,,,1,no_label
2822,Unknown,The Who - Won't Get Fooled Again,,,,,1,no_label
2823,Unknown,The Who - Who Are You,,,,,1,no_label
2824,Unknown,The Who - The Seeker,,,,,1,no_label
2825,Unknown,The Who - I Can See For Miles,,,,,1,no_label
2826,Unknown,The Who - Magic Bus,,,,,1,no_label
2827,Unknown,The Who - Squeeze Box,,,,,1,no_label
2828,Unknown,The Who - Baba O'Riley,,,,,1,no_label
2829,Unknown,The Who - Pinball Wizard,,,,,1,no_label
2830,Unknown,Beats and Styles - Dynamite,,,,,1,no_label
2831,Unknown,Player - Baby Come Back,,,,,1,no_label
2832,Unknown,Tones and I - Dance Monkey,,,,,1,no_label
2833,Unknown,The Sugar Hill Gang - Rapper's Delight,,,,,1,no_label
2834,Unknown,The Notorious B.I.G. - Juicy,,,,,1,no_label
2836,Unknown,Rob Base & DJ EZ Rock - It Takes Two,,,,,1,no_label
2837,Unknown,Nicki Minaj - Super Bass,,,,,1,no_label
2839,Unknown,Dr. Dre ft. Snoop Dogg - Nuthin' But A G Thang,,,,,1,no_label
2840,Unknown,Dax - Lonely Dirt Road,,,,,1,no_label
2841,Unknown,Dax - Temptation,,,,,1,no_label
2842,Unknown,Pretenders - Brass in Pocket,,,,,1,no_label
2843,Unknown,50 Cent - In Da Club,,,,,1,no_label
2847,Tom MacDonald,Tom MacDonald - Fake Fans,,,,,1,no_label
2854,Unknown,Downstait - Kingdom,,,,,1,no_label
2856,Jelly Roll,Jelly Roll - Need a Favor,,,,,1,no_label
2858,Unknown,RIP - The War In My Mind,,,,,1,no_label
2859,Unknown,Hans Zimmer Why So Serious,,,,,1,no_label
2860,Unknown,Massive Attack - Angel,,,,,1,no_label
2861,Unknown,James Blake - Limit To Your Love,,,,,1,no_label
2862,Unknown,Daft Punk - Contact,,,,,1,no_label
2863,Unknown,Queen - Bohemian Rhapsody,,,,,1,no_label
2864,Unknown,Eagles - Hotel California,,,,,1,no_label
2865,Unknown,Massive Attack - Teardrop,,,,,1,no_label
2866,Unknown,Yosi Horikawa - Bubbles,,,,,1,no_label
2867,Unknown,Kainbeats - Finding Peace,,,,,1,no_label
2868,Unknown,Arctic Monkeys - Do I Wanna Know,,,,,1,no_label
2869,Unknown,Childish Gambino - Redbone,,,,,1,no_label
2870,Unknown,Nirvana - Smells Like Teen Spirit,,,,,1,no_label
2871,Unknown,XXXTentacion - Numb,,,,,1,no_label
2872,Unknown,Joni Mitchell - A Case of You Lyrics,,,,,1,no_label
2873,Unknown,Lorde - Royals,,,,,1,no_label
2874,Unknown,Johnny Cash - Hurt,,,,,1,no_label
2875,Unknown,Norah Jones - Don't Know Why,,,,,1,no_label
2876,Unknown,Adele - Hello,,,,,1,no_label
2877,Unknown,Denzel Curry - Ultimate,,,,,1,no_label
2878,Unknown,SKRILLEX - Bangarang feat. Sirah,,,,,1,no_label
2879,Unknown,Skrillex - Bangarang,,,,,1,no_label
1921,38 Special,38 Special - Back Where You Belong,Pop,,manual,0.85,2,import_only
1922,38 Special,38 Special - Caught Up In You,Rock,,manual,0.85,2,import_only
1923,38 Special,38 Special - Hold On Loosely,Rock,,manual,0.85,2,import_only
1924,38 Special,38 Special - If I'd Been The One,Rock,,manual,0.85,2,import_only
1925,38 Special,38 Special - Somebody Like You,Rock,,manual,0.85,2,import_only
1926,Aaron Lewis,Aaron Lewis - Am I The Only One,Folk,,manual,0.85,2,import_only
1927,Aaron Lewis,Aaron Lewis - Country Boy,Country,,manual,0.85,2,import_only
1929,Aaron Tippin,Aaron Tippin - Big Boy Toys,Country,,manual,0.85,2,import_only
1931,Aaron Tippin,Aaron Tippin - He Believed,Country,,manual,0.85,2,import_only
1932,Aaron Tippin,Aaron Tippin - That's As Close As I'll Get To Loving You,Country,,manual,0.85,2,import_only
1933,Aaron Tippin,Aaron Tippin - The Call of the Wild,Country,,manual,0.85,2,import_only
1934,Aaron Tippin,Aaron Tippin - There Ain't Nothin' Wrong with the Radio,Country,,manual,0.85,2,import_only
1935,Aaron Tippin,Aaron Tippin - Where The Stars And Stripes And The Eagle Fly,Country,,manual,0.85,2,import_only
1936,Aaron Tippin,Aaron Tippin - Working Man's Phd,Country,,manual,0.85,2,import_only
1937,Aaron Tippin,Aaron Tippin - You've Got to Stand for Something,Country,,manual,0.85,2,import_only
1938,AC,AC-DC - Flick of the Switch,Rock,,manual,0.85,2,import_only
1939,AC,AC-DC - Highway to Hell,Rock,Classic Rock,manual,0.85,2,import_only
1940,AC,AC-DC - Money Talks,Rock,Classic Rock,manual,0.85,2,import_only
1941,AC,AC-DC - Shoot To Thrill,Rock,Classic Rock,manual,0.85,2,import_only
1942,AC,AC-DC - Who Made Who,Rock,Classic Rock,manual,0.85,2,import_only
1943,Adam Calhoun,Adam Calhoun feat. Demun Jones Brodnax Dusty Leigh - Gumbo,Hip-Hop,,manual,0.85,2,import_only
1944,Adam Calhoun & Demun Jones,"Adam Calhoun, Demun Jones, & Upchurch - World Went to Waste 2.0",Hip-Hop,,manual,0.85,2,import_only
1945,Afroman,Afroman - Because I Got High,Hip-Hop,,manual,0.85,2,import_only
1946,Airbourne,Airbourne - Back In The Game,Rock,Classic Rock,manual,0.85,2,import_only
1947,Airbourne,"Airbourne - Blonde, Bad And Beautiful",Rock,Classic Rock,manual,0.85,2,import_only
1948,Airbourne,Airbourne - Bottom Of The Well,Rock,Classic Rock,manual,0.85,2,import_only
1949,Airbourne,Airbourne - Breakin' Outta Hell,Rock,Classic Rock,manual,0.85,2,import_only
1950,Airbourne,Airbourne - Girls In Black,Rock,Classic Rock,manual,0.85,2,import_only
1951,Airbourne,Airbourne - It's All For Rock N' Roll,Rock,Classic Rock,manual,0.85,2,import_only
1952,Airbourne,Airbourne - Light It Up,Rock,Classic Rock,manual,0.85,2,import_only
1954,Airbourne,"Airbourne - Too Much, Too Young, Too Fast",Rock,Classic Rock,manual,0.85,2,import_only
1955,Akon featuring Eminem,Akon ft Eminem - Smack That ,Hip-Hop,,manual,0.85,2,import_only
1956,Alabama,Alabama - If You're Gonna Play In Texas,Country,,manual,0.85,2,import_only
1957,Alabama,Alabama - Mountain Music,Country,,manual,0.85,2,import_only
1958,Alan Jackson,Alan Jackson - Drive,Country,,manual,0.85,2,import_only
1959,Alan Jackson,Alan Jackson - Hard Hat And A Hammer,Country,,manual,0.85,2,import_only
1960,Alan Jackson,Alan Jackson - I Don't Even Know Your Name,Country,,manual,0.85,2,import_only
1961,Alan Jackson,Alan Jackson - Little Bitty,Country,,manual,0.85,2,import_only
1962,Alan Jackson,Alan Jackson - Midnight in Montgomery,Country,,manual,0.85,2,import_only
1963,Alan Jackson,Alan Jackson - Remember When,Country,,manual,0.85,2,import_only
1964,Alan Jackson,Alan Jackson - Who's Cheatin' Who,Country,,manual,0.85,2,import_only
1965,Aldo Nova,Aldo Nova  -  Fantasy,Pop,,manual,0.85,2,import_only
1966,Alice Cooper,Alice Cooper - Poison,Rock,,manual,0.85,2,import_only
1967,America,America - A Horse With No Name,Rock,,manual,0.85,2,import_only
1968,Animotion,Animotion - Obsession,Pop,,manual,0.85,2,import_only
1969,Aaron Tippin,Aaron Tippin - Drivin_Fool ,Country,,manual,0.85,2,import_only
1970,Austin Forman,Austin Forman - Home Sweet Home,Country,,manual,0.85,2,import_only
1971,Ava Boyz,Ava Boyz - Aumaia Lou Alofa,World,,manual,0.85,2,import_only
1972,Avenged Sevenfold,Avenged Sevenfold - Hail To The King,Metal,,manual,0.85,2,import_only
1973,Bad Company,Bad Company - Feel Like Making Love,Rock,,manual,0.85,2,import_only
1974,Bad Company,Bad Company - Good Lovin Gone Bad,Rock,,manual,0.85,2,import_only
1975,Bad Company,Bad Company - Rock 'N' Roll Fantasy,Rock,,manual,0.85,2,import_only
1976,Bad Company,Bad Company - Shooting Star,Rock,,manual,0.85,2,import_only
1977,Bad Wolves,Bad Wolves - Hear Me Now ,Rock,Classic Rock,manual,0.85,2,import_only
1978,Bad Wolves,Bad Wolves - If Tomorrow Never Comes,Metal,,manual,0.85,2,import_only
1979,Bad Wolves,Bad Wolves - No Masters,Rock,Classic Rock,manual,0.85,2,import_only
1980,Bad Wolves,Bad Wolves - Remember When,Metal,,manual,0.85,2,import_only
1981,Big & Rich,Big and Rich - Save a Horse Ride a Cowboy,Country,,manual,0.85,2,import_only
1982,Billy Currington,Billy Currington - Good Direction,Country,,manual,0.85,2,import_only
1983,Billy Currington,Billy Currington - Pretty Good At Drinkin' Beer,Country,,manual,0.85,2,import_only
1984,Billy Idol,Billy Idol - Cradle Of Love,Rock,Alternative,manual,0.85,2,import_only
1985,Billy Idol,Billy Idol - White Wedding,Rock,,manual,0.85,2,import_only
1986,Billy Joe Shaver,Billy Joe Shaver - Georgia on a Fast Train,Country,,manual,0.85,2,import_only
1987,Billy Joel,Billy Joel - My Life,Rock,,manual,0.85,2,import_only
1988,Billy Joel,Billy Joel - Only the Good Die Young,Rock,,manual,0.85,2,import_only
1989,Billy Joel,Billy Joel - Pressure,Pop,,manual,0.85,2,import_only
1990,Billy Joel,Billy Joel - You May Be Right,Rock,,manual,0.85,2,import_only
1991,Billy Ray Cyrus,Billy Ray Cyrus - Some Gave All,Country,,manual,0.85,2,import_only
1992,Billy Ray Cyrus,Billy Ray Cyrus - Words By Heart ,Country,,manual,0.85,2,import_only
1993,Billy Squier,Billy Squier - Everybody Wants You,Pop,,manual,0.85,2,import_only
1994,Billy Squier,Billy Squier - The Stroke,Rock,Classic Rock,manual,0.85,2,import_only
1995,Billy Squier,Billy Squire - Lonely Is the Night,Rock,,manual,0.85,2,import_only
1996,Billy Squier,Billy Squire - My Kinda Lover,Rock,,manual,0.85,2,import_only
1997,Blackberry Smoke,Black Berry Smoke - Good One,Country,,manual,0.85,2,import_only
1998,Black Stone Cherry,Black Stone Cherry - Blame It On The Boom Boom,Rock,,manual,0.85,2,import_only
1999,Black Stone Cherry,Black Stone Cherry - White Trash Millionaire,Rock,,manual,0.85,2,import_only
2000,Black Stone Cherry,Black Stone Cherry - You,Rock,,manual,0.85,2,import_only
2001,Blackberry Smoke,Blackberry Smoke - Run Away From It All,Rock,,manual,0.85,2,import_only
2002,Blackfoot,Blackfoot - Train Train,Rock,Classic Rock,manual,0.85,2,import_only
2003,BlackHawk,BlackHawk - Every Once In a While,Country,,manual,0.85,2,import_only
2004,BlackHawk,BlackHawk - I Sure Can Smell the Rain,Country,,manual,0.85,2,import_only
2005,Blacktop Mojo,Blacktop Mojo - Wicked Woman,Rock,Classic Rock,manual,0.85,2,import_only
2006,Blake Shelton,Blake Shelton - A Guy With A Girl,Country,,manual,0.85,2,import_only
2007,Blake Shelton,Blake Shelton - Boys Round Here,Country,,manual,0.85,2,import_only
2009,Blake Shelton,Blake Shelton - Kiss My Country Ass,Country,,manual,0.85,2,import_only
2010,Blake Shelton,Blake Shelton - Some Beach,Country,,manual,0.85,2,import_only
2011,Blondie,Blondie - Heart Of Glass,Rock,,manual,0.85,2,import_only
2012,Blue Öyster Cult,Blue Oyster Cult - Don't Fear the Reaper,Rock,Classic Rock,manual,0.85,2,import_only
2013,Bob Marley & The Wailers,Bob Marley - Three Little Birds,Reggae,,manual,0.85,2,import_only
2014,Bob Seger & The Silver Bullet Band,Bob Seger - Turn The Page,Rock,,manual,0.85,2,import_only
2015,Born Jamericans,Born Jamericans - Sweet Honey,Reggae,,manual,0.85,2,import_only
2016,Boston,Boston - More Than A Feeling,Rock,,manual,0.85,2,import_only
2018,Brad Paisley,Brad Paisley - I'm Gonna Miss Her,Country,,manual,0.85,2,import_only
2019,Brad Paisley,Brad Paisley - Me Neither,Country,,manual,0.85,2,import_only
2020,Brad Paisley,Brad Paisley - Mud On The Tires,Country,,manual,0.85,2,import_only
2021,Brad Paisley,Brad Paisley - Old Alabama,Country,,manual,0.85,2,import_only
2022,Brad Paisley,Brad Paisley - Ticks,Country,,manual,0.85,2,import_only
2023,Brad Paisley,Brad Paisley - Waiting on a Woman,Country,,manual,0.85,2,import_only
2024,Brad Paisley,Brad Paisley - Wrapped Around,Country,,manual,0.85,2,import_only
2025,Brandon Hart,Brandon Hart  - Middle,Rock,Alternative,manual,0.85,2,import_only
2026,Brandon Hart,Brandon Hart - Crazy,Hip-Hop,,manual,0.85,2,import_only
2027,Brandon Hart,Brandon Hart - Dad Bod,Rock,Alternative,manual,0.85,2,import_only
2028,Brandon Hart,Brandon Hart - Dealing With,Hip-Hop,,manual,0.85,2,import_only
2029,Brandon Hart,Brandon Hart - Dreams,Rock,Alternative,manual,0.85,2,import_only
2030,Brandon Hart,Brandon Hart - Opener,Hip-Hop,,manual,0.85,2,import_only
2031,Brandon Hart,Brandon Hart - Slow,Hip-Hop,,manual,0.85,2,import_only
2032,Brandon Hart,Brandon Hart - Wave,Rock,Alternative,manual,0.85,2,import_only
2033,Brantley Gilbert,Brantley Gilbert - Country Must Be Country Wide,Country,,manual,0.85,2,import_only
2034,Brett Young,Brett Young - In Case You Didn't Know,Country,,manual,0.85,2,import_only
2035,Bryan Adams,Brian Adams - Summer of '69,Pop,,manual,0.85,2,import_only
2036,Brooks & Dunn,Brooks & Dunn - Ain't Nothing 'Bout You,Country,,manual,0.85,2,import_only
2037,Brooks & Dunn,Brooks & Dunn - Brand New Man,Country,,manual,0.85,2,import_only
2038,Brooks & Dunn,Brooks & Dunn - Hard Workin' Man,Country,,manual,0.85,2,import_only
2039,Brooks & Dunn,Brooks & Dunn - Lost And Found ,Country,,manual,0.85,2,import_only
2040,Brooks & Dunn,Brooks & Dunn - My Next Broken Heart,Country,,manual,0.85,2,import_only
2041,Brooks & Dunn,Brooks & Dunn - She's Not The Cheatin' Kind,Country,,manual,0.85,2,import_only
2042,Brooks & Dunn,Brooks & Dunn - That Ain't No Way To Go,Country,,manual,0.85,2,import_only
2043,Bryan Martin,Bryan Martin - Divided States,Country,,manual,0.85,2,import_only
2044,Bryan Martin,Bryan Martin - Everyone_s An Outlaw,Country,,manual,0.85,2,import_only
2045,Bryan Martin,Bryan Martin - We Ride,Country,,manual,0.85,2,import_only
2046,Bubba Sparxxx,Bubba Sparxxx - Country Folks,Country,,manual,0.85,2,import_only
2047,Bubba Sparxxx,Bubba Sparxxx Ft  Jj Lawhorn  - Past Is Practice,Hip-Hop,,manual,0.85,2,import_only
2048,Buckcherry,Buckcherry - Hellbound,Rock,,manual,0.85,2,import_only
2049,Buddy Brown,Buddy Brown  - All a Man Needs,Country,,manual,0.85,2,import_only
2050,Buddy Brown,Buddy Brown - Bounty Hunter,Country,,manual,0.85,2,import_only
2051,Buddy Brown,Buddy Brown - Deer Camp,Country,,manual,0.85,2,import_only
2052,Buddy Brown,Buddy Brown - Different Set Of Rules,Country,,manual,0.85,2,import_only
2053,Buddy Brown,Buddy Brown - Don't Run From The Cops,Country,,manual,0.85,2,import_only
2054,Buddy Brown,Buddy Brown - I AM 911,Country,,manual,0.85,2,import_only
2055,Buddy Brown,Buddy Brown - I Call BS on That,Country,,manual,0.85,2,import_only
2056,Buddy Brown,Buddy Brown - If This Country Still Had Balls,Country,,manual,0.85,2,import_only
2057,Buddy Brown,Buddy Brown - Junior,Country,,manual,0.85,2,import_only
2058,Buddy Brown,Buddy Brown - Just Saying,Country,,manual,0.85,2,import_only
2059,Buddy Brown,Buddy Brown - Kids That Never Got Spanked,Country,,manual,0.85,2,import_only
2060,Buddy Brown,Buddy Brown - Man Card,Country,,manual,0.85,2,import_only
2061,Buddy Brown,Buddy Brown - Mason Jar,Country,,manual,0.85,2,import_only
2062,Buddy Brown,Buddy Brown - Set In My Ways,Country,,manual,0.85,2,import_only
2063,Buddy Brown,Buddy Brown - The Beer Truck,Country,,manual,0.85,2,import_only
2064,Buddy Brown,Buddy Brown - Tore Up ,Country,,manual,0.85,2,import_only
2065,Carrie Underwood,Carrie Underwood - Before He Cheats,Pop,,manual,0.85,2,import_only
2066,Carrie Underwood,Carrie Underwood - Church Bells,Pop,,manual,0.85,2,import_only
2067,Carrie Underwood,Carrie Underwood - Undo It,Country,,manual,0.85,2,import_only
2068,Chad Mac,Chad Mac - Party In The Woods feat. Afroman,Country,,manual,0.85,2,import_only
2069,Chamillionaire,Chamillionaire - Good Morning,Hip-Hop,,manual,0.85,2,import_only
2070,Chamillionaire,Chamillionaire - Ridin' Dirty,Hip-Hop,,manual,0.85,2,import_only
2071,The Charlie Daniels Band,Charlie Daniels - A Few More Rednecks,Rock,,manual,0.85,2,import_only
2072,The Charlie Daniels Band,Charlie Daniels - Simple Man,Rock,,manual,0.85,2,import_only
2073,Chase Matthew,Chase Matthew - County Line,Country,,manual,0.85,2,import_only
2074,Chicago,Chicago - Saturday in the Park,Rock,,manual,0.85,2,import_only
