file_path,metadata_artist,metadata_title,filename_artist,filename_title,metadata_confidence,metadata_confidence_score,metadata_junk_flag,metadata_junk_reason,classification
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\319 - Beastie Boys - Intergalactic.mp3,BeastieBoys,Beastie Boys - Intergalactic,319,Beastie Boys - Intergalactic,MISMATCH,0.5,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\390 - Ice Cube - You Know How We Do It.mp3,Ice Cube / Cubevision,Ice Cube - You Know How We Do It,390,Ice Cube - You Know How We Do It,MISMATCH,0.5,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\440 - The Roots - You Got Me ft. Erykah Badu.mp3,The Roots,The Roots - You Got Me ft. Erykah Badu,440,The Roots - You Got Me ft. Erykah Badu,MISMATCH,0.5,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\50 Cent - 21 Questions ft. Nate Dogg (Music Video) (Alt 1).mp3,50 Cent,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,50 Cent,21 Questions ft. Nate Dogg (Music Video) (Alt 1),STRONG,0.65,True,official_noise;video_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\530 - Black Star - Respiration ft. Common.mp3,BlackStarVEVO,Black Star - Respiration ft. Common,530,Black Star - Respiration ft. Common,MISMATCH,0.5,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\A Change of Seasons - The Crimson Sunrise ⧸ Innocence ⧸ Carpe Diem ⧸ the Darkest of Winters ⧸....mp3,Dream Theater,A Change of Seasons - The Crimson Sunrise / Innocence / Carpe Diem / The Darkest of Winters / Another World / The Inevitable Summer / The Crimson Sunset,A Change of Seasons,The Crimson Sunrise / Innocence / Carpe Diem / the Darkest of Winters /...,MISMATCH,0.512,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\A Tribe Called Quest - Electric Relaxation (Music Video) (Alt 1).mp3,A Tribe Called Quest,A Tribe Called Quest - Electric Relaxation (Official HD Video),A Tribe Called Quest,Electric Relaxation (Music Video) (Alt 1),STRONG,0.65,True,official_noise;quality_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\AC-DC - Back in Black.mp3,AC/DC,AC/DC - Back In Black (Official 4K Video),AC-DC,Back in Black,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\AC-DC - Hells Bells.mp3,AC/DC,AC/DC - Hells Bells (Official 4K Video),AC-DC,Hells Bells,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\AC-DC - Highway to Hell.mp3,AC/DC,AC/DC - Highway to Hell (Official Video),AC-DC,Highway to Hell,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\AC-DC - Let There Be Rock.mp3,AC/DC,AC/DC - Let There Be Rock (Official Video),AC-DC,Let There Be Rock,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\AC-DC - You Shook Me All Night Long.mp3,AC/DC,AC/DC - You Shook Me All Night Long (Official 4K Video),AC-DC,You Shook Me All Night Long,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Animals Napalm Records.mp3,Napalm Records,AD INFINITUM - Animals (Official Video) | Napalm Records,Ad Infinitum,Animals Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Eternal Rains Napalm Records.mp3,Napalm Records,AD INFINITUM - Eternal Rains (Official Video) | Napalm Records,Ad Infinitum,Eternal Rains Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - From the Ashes Napalm Records.mp3,Napalm Records,AD INFINITUM - From The Ashes (Official Video) | Napalm Records,Ad Infinitum,From the Ashes Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Inferno Napalm Records.mp3,Napalm Records,AD INFINITUM - Inferno (Official Video) | Napalm Records,Ad Infinitum,Inferno Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Seth Napalm Records.mp3,Napalm Records,AD INFINITUM - Seth (Official Video) | Napalm Records,Ad Infinitum,Seth Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Somewhere Better Napalm Records.mp3,Napalm Records,AD INFINITUM - Somewhere Better (Official Video) | Napalm Records,Ad Infinitum,Somewhere Better Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Unstoppable Napalm Records.mp3,Napalm Records,AD INFINITUM - Unstoppable (Official Video) | Napalm Records,Ad Infinitum,Unstoppable Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ad Infinitum - Upside Down Napalm Records.mp3,Napalm Records,AD INFINITUM - Upside Down (Official Video) | Napalm Records,Ad Infinitum,Upside Down Napalm Records,MISMATCH,0.227,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Aephanemer - Antigone Napalm Records.mp3,Napalm Records,AEPHANEMER - Antigone (Official Video) | Napalm Records,Aephanemer,Antigone Napalm Records,MISMATCH,0.275,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Aephanemer - Panta Rhei Napalm Records.mp3,Napalm Records,AEPHANEMER - Panta Rhei (Official Video) | Napalm Records,Aephanemer,Panta Rhei Napalm Records,MISMATCH,0.275,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Aero Chord Feat. Ddark - Shootin Stars ｜ Trap ｜ Ncs - Copyright Free Music.mp3,NoCopyrightSounds,Aero Chord feat. DDARK - Shootin Stars | Trap | NCS - Copyright Free Music,Aero Chord Feat. Ddark,Shootin Stars | Trap | Ncs - Copyright Free Music,MISMATCH,0.0,True,platform_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Alan Jackson - Anywhere On Earth You Are.mp3,yvonnedenice,Alan Jackson Anywhere On Earth You Are,Alan Jackson,Anywhere On Earth You Are,MISMATCH,0.533,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Alan Jackson - Knew All Along.mp3,royb5000,Alan Jackson Knew All Along,Alan Jackson,Knew All Along,MISMATCH,0.5,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Albert Collins - Ice Pick.mp3,Bruno Rosa,Albert Collins   Ice Pick,Albert Collins,Ice Pick,MISMATCH,0.617,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Alesso - I Wanna Know ft. Nico & Vinz (Alesso & Deniz Koyu Remix - Au).mp3,Alesso,Alesso - I Wanna Know (Alesso & Deniz Koyu Remix / Audio) ft. Nico & Vinz,Alesso,I Wanna Know ft. Nico & Vinz (Alesso & Deniz Koyu Remix - Au),STRONG,0.95,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Amberian Dawn - Super Trouper Napalm Records.mp3,Napalm Records,AMBERIAN DAWN - Super Trouper (Abba Cover) (Official Lyric Video) | Napalm Records,Amberian Dawn,Super Trouper Napalm Records,MISMATCH,0.224,True,label_noise;official_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Amberian Dawn - Temptation's Gates Napalm Records.mp3,"Napalm Records, AmberianDawn",AMBERIAN DAWN - Temptation's Gates (Official Video) | Napalm Records,Amberian Dawn,Temptation's Gates Napalm Records,PARTIAL,0.45,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Amberian Dawn - The Day Before You Came Napalm Records.mp3,Napalm Records,AMBERIAN DAWN - The Day Before You Came (Lyric Video) | Napalm Records,Amberian Dawn,The Day Before You Came Napalm Records,MISMATCH,0.224,True,label_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ambitionz Az - A Ridah.mp3,2Pac,Ambitionz Az A Ridah,Ambitionz Az,A Ridah,MISMATCH,0.512,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - 6666 Napalm Records.mp3,Napalm Records,ANGUS MCSIX - 6666 (Official Video) | Napalm Records,Angus Mcsix,6666 Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - Dig Down (Feat. Van Canto) Napalm Records.mp3,Napalm Records,ANGUS McSix - Dig Down (feat. Van Canto) (Official Video) | Napalm Records,Angus Mcsix,Dig Down (Feat. Van Canto) Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - I Am Adam Mcsix Feat. Rhapsody of Fire + Alex Krull Napalm Records.mp3,Napalm Records,ANGUS McSIX - I am Adam McSix feat. Rhapsody of Fire + Alex Krull (Official Video) | Napalm Records,Angus Mcsix,I Am Adam Mcsix Feat. Rhapsody of Fire + Alex Krull Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - Laser-shooting Dinosaur Napalm Records.mp3,Napalm Records,ANGUS McSIX - Laser-Shooting Dinosaur (Official Video) | Napalm Records,Angus Mcsix,Laser-shooting Dinosaur Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - Master of the Universe Napalm Records.mp3,Napalm Records,ANGUS McSIX - Master Of The Universe (Official Video) | Napalm Records,Angus Mcsix,Master of the Universe Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - Ride to Hell Napalm Records.mp3,Napalm Records,ANGUS McSIX - Ride To Hell (Official Video) | Napalm Records,Angus Mcsix,Ride to Hell Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - Sixcalibur Napalm Records.mp3,Napalm Records,ANGUS McSIX - Sixcalibur (Official Video) | Napalm Records,Angus Mcsix,Sixcalibur Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Angus Mcsix - The Fire of Yore Feat. Uwe Ochsenknecht Napalm Records.mp3,Napalm Records,ANGUS McSIX - The Fire of Yore feat. Uwe Ochsenknecht (Official Video) | Napalm Records,Angus Mcsix,The Fire of Yore Feat. Uwe Ochsenknecht Napalm Records,MISMATCH,0.31,True,label_noise;official_noise,METADATA_UNRELIABLE
"C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Aronchupa, Little Sis Nora - Im an Albatraoz ｜ Official Video.mp3",AronChupa & Little Sis Nora,"AronChupa, Little Sis Nora - I'm an Albatraoz | OFFICIAL VIDEO","Aronchupa, Little Sis Nora",Im an Albatraoz |,STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Avantasia - The Witch (Feat. Tommy Karevik) Napalm Records.mp3,Napalm Records,AVANTASIA - The Witch (feat. Tommy Karevik) (Official Video) | Napalm Records,Avantasia,The Witch (Feat. Tommy Karevik) Napalm Records,MISMATCH,0.28,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Avicii - Levels Skrillex Remix.mp3,Skrillex,Avicii 'Levels' Skrillex Remix [FULL],Avicii,Levels Skrillex Remix,MISMATCH,0.521,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\B. B. King - The Thrill is Gone ｜ Stages.mp3,GIGS,B. B. King - The Thrill Is Gone (Live at Montreux 1993) | Stages,B. B. King,The Thrill is Gone | Stages,MISMATCH,0.533,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Bad Bunny - Estamos Bien ｜ X100pre.mp3,Bad Bunny,BAD BUNNY - ESTAMOS BIEN | X100PRE (Video Oficial),Bad Bunny,Estamos Bien | X100pre,STRONG,0.95,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Battlelore - Chambers of Fire Napalm Records.mp3,Napalm Records,BATTLELORE - Chambers Of Fire (Lyric Video) | Napalm Records,Battlelore,Chambers of Fire Napalm Records,MISMATCH,0.317,True,label_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Battlelore - Elvenking Napalm Records.mp3,Napalm Records,BATTLELORE - Elvenking (Official Video) | Napalm Records,Battlelore,Elvenking Napalm Records,MISMATCH,0.317,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Beastie Boys - Intergalactic.mp3,BeastieBoys,Beastie Boys - Intergalactic,Beastie Boys,Intergalactic,STRONG,0.928,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Big L - Put it On (Music Video) (Alt 1).mp3,Big L,Big L - Put It On (Official Music Video),Big L,Put it On (Music Video) (Alt 1),STRONG,0.65,True,official_noise;video_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Big Pun - Still Not a Player ft. Joe (Music Video) (Alt 1).mp3,Big Pun,Big Pun - Still Not a Player (Official Video) ft. Joe,Big Pun,Still Not a Player ft. Joe (Music Video) (Alt 1),STRONG,0.65,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Biggie Smalls - Notorious Thugs.mp3,Biggie Smalls,Biggie Smalls - Notorious Thugs,Biggie Smalls,Notorious Thugs,STRONG,0.95,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Black Sabbath - Children of the Grave⧸embryo.mp3,Sabbathvibes,Black Sabbath - Children Of The Grave/Embryo,Black Sabbath,Children of the Grave/embryo,PARTIAL,0.73,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Black Sabbath - Sweet Leaf.mp3,,,Black Sabbath,Sweet Leaf,NONE,0.0,False,,METADATA_EMPTY
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Black Sabbath - ~ War Pigs.mp3,Gabrielle Marie,Black Sabbath ~ War Pigs,Black Sabbath,~ War Pigs,MISMATCH,0.557,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Black Star - Respiration ft. Common.mp3,BlackStarVEVO,Black Star - Respiration ft. Common,Black Star,Respiration ft. Common,PARTIAL,0.841,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Bloodbound - As Empires Fall Napalm Records.mp3,Napalm Records,BLOODBOUND - As Empires Fall (Official Video) | Napalm Records,Bloodbound,As Empires Fall Napalm Records,MISMATCH,0.233,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Bloodbound - Defenders of Jerusalem Napalm Records.mp3,Napalm Records,BLOODBOUND - Defenders Of Jerusalem (Official Video) | Napalm Records,Bloodbound,Defenders of Jerusalem Napalm Records,MISMATCH,0.233,True,label_noise;official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Bone Thugs N Harmony - Crossroads.mp3,Bone Thugs-N-Harmony,Bone Thugs N Harmony - Crossroads,Bone Thugs N Harmony,Crossroads,STRONG,0.924,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Bone Thugs N Harmony - Thuggish Ruggish Bone.mp3,Bone Thugs-N-Harmony,Bone Thugs n Harmony - Thuggish Ruggish Bone,Bone Thugs N Harmony,Thuggish Ruggish Bone,STRONG,0.924,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Cancun - Jhanking ｜.mp3,Jhanking Oficial,CANCUN - Jhanking | (Prod.BiologicoenelBeat) (VIDEO OFICIAL),Cancun,Jhanking |,MISMATCH,0.586,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Carine - Call 911 ｜ Official Music Video.mp3,Caríne,Carine - Call 911 | Official Music Video,Carine,Call 911 |,STRONG,0.567,True,official_noise;video_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Carine - Lolita ｜ Official Visualizer.mp3,Caríne,Carine - Lolita | Official Visualizer,Carine,Lolita | Official Visualizer,STRONG,0.567,True,official_noise;visualizer_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Carine - On My Mind ｜ Official Music Video.mp3,Caríne,Carine - On My Mind | Official Music Video,Carine,On My Mind |,STRONG,0.567,True,official_noise;video_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Charlie Daniels Band - The South's Gonna Do it (Live).mp3,Charlie Daniels,Charlie Daniels Band - The South's Gonna Do It (Live),Charlie Daniels Band,The South's Gonna Do it,STRONG,0.9,False,,METADATA_TRUSTED
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Civil War - Battle of Life Napalm Records.mp3,Napalm Records,CIVIL WAR - Battle Of Life (Official Lyric Video) | Napalm Records,Civil War,Battle of Life Napalm Records,MISMATCH,0.237,True,label_noise;official_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Civil War - Invaders Napalm Records.mp3,Napalm Records,CIVIL WAR - Invaders (Official Lyric Video) | Napalm Records,Civil War,Invaders Napalm Records,MISMATCH,0.237,True,label_noise;official_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Civil War - Oblivion Napalm Records.mp3,Napalm Records,CIVIL WAR - Oblivion (Official Lyric Video) | Napalm Records,Civil War,Oblivion Napalm Records,MISMATCH,0.237,True,label_noise;official_noise;video_noise,METADATA_UNRELIABLE
"C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Cool Company - I Dont Wanna Be in Love, but I Dont Wanna Be Alone ｜ Official Music Video.mp3",Cool Company,"Cool Company - I Don't Wanna Be In Love, But I Don't Wanna Be Alone | Official Music Video",Cool Company,"I Dont Wanna Be in Love, but I Dont Wanna Be Alone |",STRONG,0.65,True,official_noise;video_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Craig Mack - Flava in Ya Ear (Remix).mp3,Bad Boy Entertainment,Craig Mack - Flava In Ya Ear (Remix) (Official Music Video),Craig Mack,Flava in Ya Ear (Remix),MISMATCH,0.279,True,official_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Craig Mack - Flava in Ya Ear.mp3,Bad Boy Entertainment,Craig Mack - Flava In Ya Ear (Remix) (Official Music Video),Craig Mack,Flava in Ya Ear,MISMATCH,0.279,True,official_noise;video_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Cypress Hill - Insane in the Brain (Music Video) (Alt 1).mp3,Cypress Hill,Cypress Hill - Insane In The Brain (Official HD Video),Cypress Hill,Insane in the Brain (Music Video) (Alt 1),STRONG,0.65,True,official_noise;quality_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Deaf Kev - Invincible ｜ Glitch Hop ｜ Ncs - Copyright Free Music.mp3,NoCopyrightSounds,DEAF KEV - Invincible | Glitch Hop | NCS - Copyright Free Music,Deaf Kev,Invincible | Glitch Hop | Ncs - Copyright Free Music,MISMATCH,0.19,True,platform_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - Beneath Napalm Records.mp3,"Napalm Records, Delain Official",DELAIN - Beneath (Official Video) | Napalm Records,Delain,Beneath Napalm Records,STRONG,0.6,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - Dance With the Devil Napalm Records.mp3,"Napalm Records, Delain Official",DELAIN - Dance With The Devil (Official Video) | Napalm Records,Delain,Dance With the Devil Napalm Records,STRONG,0.6,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - Moth to a Flame Napalm Records.mp3,"Napalm Records, Delain Official",DELAIN - Moth To A Flame (Official Video) | Napalm Records,Delain,Moth to a Flame Napalm Records,STRONG,0.6,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - Queen of Shadow Napalm Records.mp3,"Napalm Records, Delain Official",DELAIN - Queen Of Shadow (Official Video) | Napalm Records,Delain,Queen of Shadow Napalm Records,STRONG,0.6,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - The Quest and the Curse Napalm Records (Alt 1).mp3,,,Delain,The Quest and the Curse Napalm Records (Alt 1),NONE,0.0,False,,METADATA_EMPTY
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Delain - The Reaping Napalm Records.mp3,"Napalm Records, Delain Official",DELAIN - The Reaping (Official Video) | Napalm Records,Delain,The Reaping Napalm Records,STRONG,0.6,True,label_noise;official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Different Heaven & Eh!de - My Heart ｜ Drumstep ｜ Ncs - Copyright Free Music.mp3,NoCopyrightSounds,Different Heaven & EH!DE - My Heart | Drumstep | NCS - Copyright Free Music,Different Heaven & Eh!de,My Heart | Drumstep | Ncs - Copyright Free Music,MISMATCH,0.255,True,platform_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Music Video) (Alt 1).mp3,Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip),Dimitri Vegas & Like Mike ft. Wolfpack & Katy B,Find Tomorrow (Music Video) (Alt 1),MISMATCH,0.283,True,official_noise,METADATA_UNRELIABLE
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T (Martin Garrix Remix) (Alt 1).mp3,Spinnin' Records,Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix),Dimitri Vegas & Like Mike vs Sander Van Doorn,Project T (Martin Garrix Remix) (Alt 1),MISMATCH,0.571,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dio - The Last in Line.mp3,ckeptical,Dio - The Last In Line,Dio,The Last in Line,MISMATCH,0.533,False,,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\DJ Jazzy Jeff & the Fresh Prince - Summertime (Music Video) (Alt 1).mp3,DJJazzyJeffVEVO,DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video),DJ Jazzy Jeff & the Fresh Prince,Summertime (Music Video) (Alt 1),PARTIAL,0.417,True,official_noise,METADATA_PARTIAL
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,lepeoci11,Doc Holliday - Bad Company / Amazing Grace,Doc Holliday,Bad Company / Amazing Grace,MISMATCH,0.593,False,,METADATA_PARTIAL
