original_path,original_name,proposed_name,original_confidence,new_confidence,parse_method,collision_status,duplicate_risk,recoverable,upgrade_reason
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Bach - Best Version of Jesu, Joy Of Mans Desiring.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman - Honey Pack.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony - ft 2pac thug luv lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions- South Bronx.mp3,Boogie Down Productions - South Bronx.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe - Til The Rain Gone.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe- War Cry.mp3,Bop Menaxe - War Cry.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels - Band-the Souths Gonna Do it Again.mp3,0.3,0.3,fallback_heuristic,low_confidence,near_duplicate,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-Saxon (studio version).mp3,Denim and Leather-saxon.mp3,0.0,0.0,unknown,low_confidence,near_duplicate,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,Don Williams ~ No Use Running ~.mp3,Don Williams - ~ No Use Running ~.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,Don Williams ~ Shes With Me ~.mp3,Don Williams - ~ Shes With Me ~.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,Don Williams ~~The First Fool In Line ~~.mp3,Don Williams - ~~The First Fool In Line ~~.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3","Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3",Edvard Grieg - In the Hall of the Mountain King from ＂Peer Gynt＂.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,elvis presley blue suede shoes color.mp3,elvis presley - blue suede shoes color.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek - INMORTAL.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,Find Yourself by Brad Paisley.mp3,Brad Paisley - Find Yourself.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt - ~ Prelude to Transcendental Etudes.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangstarr-Above The Clouds.mp3,Gangstarr-Above The Clouds.mp3,Gangstarr-above the Clouds.mp3,0.0,0.0,unknown,no_change,near_duplicate,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,George Strait Thats My Kind Of Woman.mp3,George Strait - Thats My Kind Of Woman.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,Geto Boys-Mind Playing Tricks on Me.mp3,Geto Boys-mind - Playing Tricks on Me.mp3,0.3,0.3,fallback_heuristic,low_confidence,near_duplicate,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,Gregg Allman- I'm No Angel.mp3,Gregg Allman - I'm No Angel.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,John Mayall bluesbreakers & Eric Clapton - Hideaway.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,Howlin Wolf- Killing Floor.mp3,Howlin Wolf - Killing Floor.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,Iced Earth- coming curse.mp3,Iced Earth - coming curse.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3","Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3","Jazz Classics - 50s 60s 70s🎶frank Sinatra, Louis Armstrong, Nat King Cole🎷warm Vintage Jazz Melodies.mp3",0.3,0.7,fallback_heuristic,low_confidence,near_duplicate,yes,artist_name_boundary+near_dup
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Jazz Classics - 50s-60s-70s 🎶🎷nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3",0.3,0.3,fallback_heuristic,low_confidence,near_duplicate,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso - La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3",0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland - Rock Me Baby- Part 1.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3","Josh Turner, Silver Wings.mp3",Josh Turner - Silver Wings.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest - Freewheel Burning with lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest- The Sentinel with lyrics.mp3,Judas Priest - The Sentinel with lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells Hoodoman Blues.mp3,Junior Wells - Hoodoman Blues.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Just to See You Smile Lyrics By Tim McGraw.mp3,Tim McGraw - Just to See You Smile Lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry Last Friday Night Lyrics.mp3,Katy Perry - Last Friday Night Lyrics.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney The Life.mp3,Kenny Chesney The Life.mp3,Kenny Chesney - The Life.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney ~ A Lot Of Things Different.mp3,Kenny Chesney - ~ A Lot Of Things Different.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney- Better As A Memory.mp3,Kenny Chesney - Better As A Memory.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney - Nowhere To Go, Nowere To Be.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Kiss Deuce lyrics.mp3,Kiss Deuce Lyrics.mp3,0.0,0.0,unknown,no_change,near_duplicate,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","Anna Netrebko. Russian subtitles - La Traviata ＂Addio, del passato＂.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John -You Hurt Me.mp3,Little Willie John - -You Hurt Me.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,Love Her Like Shes Leaving by Brad Paisley.mp3,Brad Paisley - Love Her Like Shes Leaving.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,Makin Plans by Miranda Lambert.mp3,Miranda Lambert - Makin Plans.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,Martin- Zac Brown Band Lyrics!.mp3,Martin - Zac Brown Band Lyrics!.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,MASTER P SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,MASTER P - SONG ＂MISS MY HOMIES＂ IS A REAL TIMELESS CLASSIC.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,Miranda Lambert- Another Heartache.mp3,Miranda Lambert - Another Heartache.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert - Mama Im Alright.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,Missing Me Some You by Toby Keith.mp3,Toby Keith - Missing Me Some You.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3","Mozart, Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3","Mozart - Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265.mp3",0.3,0.65,fallback_heuristic,low_confidence,none,yes,single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\muddy waters all aboard.mp3,muddy waters all aboard.mp3,muddy waters - all aboard.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Muddy Waters ~ My Home Is In The Delta.mp3,Muddy Waters ~ My Home Is In The Delta.mp3,Muddy Waters - ~ My Home Is In The Delta.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young - My My, Hey Hey (Out Of The Blue).mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Toby Keith - Nights I Cant Remember, Friends Ill Never Forget.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy - WELCOME TO THE TERRORDOME.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\RAINBOW   Kill The King HQ   Original Studio version.mp3,RAINBOW   Kill The King HQ   Original Studio version.mp3,RAINBOW - Kill The King HQ   Original Studio version.mp3,0.3,0.65,fallback_heuristic,low_confidence,none,yes,single_artist_reasonable
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D - PSK, What Does It Mean？.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery - I Cross My Heart Lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer ~ Angel of Death (Lyrics).mp3,Slayer ~ Angel of Death (Lyrics).mp3,Slayer - ~ Angel of Death (Lyrics).mp3,0.3,0.65,fallback_heuristic,low_confidence,none,yes,single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,Slick Rick -la di da di lyrics.mp3,Slick Rick - -la di da di lyrics.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,sonny boy williamson help me.mp3,Sonny Boy - Williamson Help Me.mp3,0.3,0.3,fallback_heuristic,low_confidence,near_duplicate,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,Gustav Holst No. 2 Ostinato - St. Pauls Suite.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Tavares heaven must be missing an angel.mp3,Tavares heaven must be missing an angel.mp3,Tavares - heaven must be missing an angel.mp3,0.3,0.65,fallback_heuristic,low_confidence,none,yes,single_artist_reasonable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,tha Dogg Pound Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,tha Dogg Pound - Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,The Byrds- I Wasn't Born To Follow.mp3,The Byrds - I Wasn't Born To Follow.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,The Pharcyde ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,The Pharcyde - ＂Runnin＂ Version 2 from Labcabincalifornia.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,The Roots- No Alibi.mp3,The Roots - No Alibi.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw - Where The Green Grass Grows.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,Toby Keith Old toy trains.mp3,Toby Keith - Old toy trains.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,Toby Keith - That Dont Make Me A Bad Guy lyric video.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,Toby Keith You Aint Much Fun.mp3,Toby Keith - You Aint Much Fun.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,Toby Keith- Aint Breakin Nothin.mp3,Toby Keith - Aint Breakin Nothin.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,Twista ‎- Overnight Celebrity.mp3,Twista ‎ - Overnight Celebrity.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,Van Halen- Runnin' with the devil.mp3,Van Halen - Runnin' with the devil.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Frank Sinatra, Nat King Cole & Louis Armstrong - Vintage Jazz 1950s 🎷 Golden Classics.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3","With you, Without you by Brad Paisley.wmv.mp3","Brad Paisley.wmv - With you, Without you.mp3",0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Young Hearts Run Free by Candi Staton.mp3,Candi Staton - Young Hearts Run Free.mp3,0.3,0.3,fallback_heuristic,low_confidence,none,no,not_recoverable
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,Zac Brown Band Cold Hearted lyrics.mp3,Zac Brown Band - Cold Hearted lyrics.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,Zac Brown Band ~ Free Extended Version.mp3,Zac Brown Band - ~ Free Extended Version.mp3,0.3,0.7,fallback_heuristic,low_confidence,none,yes,artist_name_boundary
