original_path,proposed_name,existing_ready_path,conflict_type,recommended_action,notes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line.mp3,Dio - The Last in Line.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dio - The Last in Line.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=11,216,024 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang.mp3,Dr Dre - Nuthin but a Thang.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dr Dre - Nuthin but a Thang.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=9,157,861 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,Eazy-e - Real Muthaphuckkin G's.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Eazy-e - Real Muthaphuckkin G's.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=9,331,834 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Eric Church - Over When Its Over.mp3,Eric Church - Over When Its Over.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Eric Church - Over When Its Over.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=6,774,607 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gang Starr - Above The Clouds.mp3,Gang Starr - Above the Clouds.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Gang Starr - Above the Clouds.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=6,495,281 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys - Mind Playing Tricks On Me.mp3,Geto Boys - Mind Playing Tricks on Me.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Geto Boys - Mind Playing Tricks on Me.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=7,444,535 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Hank Williams Jr - Simple Man.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=7,508,888 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.mp3,Heaven and Hell - Black Sabbath Lyrics.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Heaven and Hell - Black Sabbath Lyrics.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=12,002,378 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - It Was A Good Day.mp3,Ice Cube - It Was a Good Day.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ice Cube - It Was a Good Day.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=10,537,163 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ice Cube - You Know How We Do It.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=7,844,527 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - mine.mp3,Kelly Clarkson - Mine.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kelly Clarkson - Mine.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=6,151,047 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til Its Gone.mp3,Kenny Chesney - Til Its Gone.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kenny Chesney - Til Its Gone.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=5,972,205 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin - Rock and Roll Hq.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Led Zeppelin - Rock and Roll Hq.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=7,211,106 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=8,909,213 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - It Aint Hard To Tell.mp3,Nas - It Aint Hard to Tell.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Nas - It Aint Hard to Tell.mp3,TRUE_DUPLICATE,remain_blocked,"Hash match, size=6,479,931 | ds=RESOLVED_PRIMARY"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg.mp3,50 Cent - 21 Questions ft. Nate Dogg (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8 Ball and MJG- Space Age Pimpin.mp3,8 Ball and MJG - Space Age Pimpin.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Tribe Called Quest - Electric Relaxation (Official HD Video).mp3,A Tribe Called Quest - Electric Relaxation (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000\Aaria- Thug Love ft. Dreamdoll.mp3,Aaria - Thug Love ft. Dreamdoll.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\ACDC- For Those About To Rock (with lyrics).mp3,ACDC - For Those About To Rock (with lyrics).mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson - Anywhere On Earth You Are.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Knew All Along.mp3,Alan Jackson - Knew All Along.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson- Everything I Love.mp3,Alan Jackson - Everything I Love.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Albert Collins Ice Pick.mp3,Albert Collins - Ice Pick.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Alesso - I Wanna Know (Alesso & Deniz Koyu Remix ⧸ Audio) ft. Nico & Vinz.mp3,Alesso - I Wanna Know ft. Nico & Vinz (Alesso & Deniz Koyu Remix ⧸ Au).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Country\All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas - George Strait.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ambitionz Az A Ridah.mp3,Ambitionz Az - A Ridah.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\American Girl performed by Tom Petty.mp3,Tom Petty - American Girl performed.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Audio Two- Top Billin.mp3,Audio Two - Top Billin.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii - Levels Skrillex Remix.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B.B. King- Everyday I have the Blues.mp3,B.B. King - Everyday I have the Blues.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From - Kenny Chesney.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven - Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown Hits of All Time 🎶 Soul Legends - Marvin Gaye, Smokey Robinson & James Brown.mp3",,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=0.3"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Bach - Best Version of Jesu, Joy Of Mans Desiring.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman - Honey Pack.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,Big L - Put it On (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony - ft 2pac thug luv lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions - South Bronx.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe - Til The Rain Gone.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe - War Cry.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band-The Souths Gonna Do It Again.mp3,Charlie Daniels - Band-the Souths Gonna Do it Again.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Cypress Hill - Insane In The Brain (Official HD Video).mp3,Cypress Hill - Insane in the Brain (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Quest And The Curse (Official Video) ｜ Napalm Records.mp3,Delain - The Quest and the Curse Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-saxon.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.0, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Ocarina) (Official Videoclip).mp3,Dimitri Vegas & Like Mike ft. Wolfpack & Katy B - Find Tomorrow (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs Sander van Doorn - Project T (Martin Garrix Remix).mp3,Dimitri Vegas & Like Mike vs Sander Van Doorn - Project T (Martin Garrix Remix).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\DJ Jazzy Jeff & The Fresh Prince - Summertime (Official Video).mp3,DJ Jazzy Jeff & the Fresh Prince - Summertime (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - The Circus Is In Town (Official Video) ｜ Napalm Records.mp3,Dominum - The Circus is in Town Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,Don Williams - ~ No Use Running ~.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,Don Williams - ~ Shes With Me ~.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,Don Williams - ~~The First Fool In Line ~~.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin - A Little More Country Than That (Official Video).mp3,Easton Corbin - A Little More Country Than That (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3",Edvard Grieg - In the Hall of the Mountain King from ＂Peer Gynt＂.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,elvis presley - blue suede shoes color.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem - My Name Is (Official Music Video).mp3,Eminem - My Name Is (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Femme Fatale (Official Video) ｜ Napalm Records.mp3,Exit Eden - Femme Fatale Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek - INMORTAL.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,Brad Paisley - Find Yourself.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt - ~ Prelude to Transcendental Etudes.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Fugees - Fu-Gee-La (Official HD Video).mp3,Fugees - Fu-gee-la (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper (Official 4K Video).mp3,George Michael - Careless Whisper (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,George Strait - Thats My Kind Of Woman.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys-Mind Playing Tricks on Me.mp3,Geto Boys-mind - Playing Tricks on Me.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,Gregg Allman - I'm No Angel.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMERFALL - Hammer Of Dawn (Official Video) ｜ Napalm Records.mp3,Hammerfall - Hammer of Dawn Napalm Records.mp3,,SAFE_ALTERNATE_POSSIBLE,clean_and_retry,"cs=illegal_chars, needs sanitization, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,John Mayall bluesbreakers & Eric Clapton - Hideaway.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\House of Pain - Jump Around (Official 4K Music Video).mp3,House of Pain - Jump Around (Music Video).mp3,,SAFE_ALTERNATE_POSSIBLE,generate_alt_name,"cs=COLLISION(2), dup=exact_collision, ds=RESOLVED_ALTERNATE, conf=1.0"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,Howlin Wolf - Killing Floor.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,Iced Earth - coming curse.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.mp3","Jazz Classics - 50s 60s 70s🎶frank Sinatra, Louis Armstrong, Nat King Cole🎷warm Vintage Jazz Melodies.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s-60s-70s 🎶🎷Nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3","Jazz Classics - 50s-60s-70s 🎶🎷nat King Cole, Louis Armstrong, Ray Charles, Frank Sinatra.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso - La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3",,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland - Rock Me Baby- Part 1.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3",Josh Turner - Silver Wings.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest - Freewheel Burning with lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest - The Sentinel with lyrics.mp3,,NEEDS_REVIEW,low_conf_triage,"cs=low_confidence, conf=0.3, pm=fallback_heuristic"
