original_path,original_name,current_state,classification,reason,confidence,collision_status,duplicate_risk,duplicate_state,file_exists,phase7_decision,phase7_eligible
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\390 - Ice Cube - You Know How We Do It.mp3,390 - Ice Cube - You Know How We Do It.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\440 - The Roots - You Got Me ft. Erykah Badu.mp3,440 - The Roots - You Got Me ft. Erykah Badu.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\530 - Black Star - Respiration ft. Common.mp3,530 - Black Star - Respiration ft. Common.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - Spectre.mp3,Alan Walker - Spectre.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,near_duplicate,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - The Spectre.mp3,Alan Walker - The Spectre.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,near_duplicate,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys - Intergalactic.mp3,Beastie Boys - Intergalactic.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.mp3,Biggie Smalls - Notorious Thugs.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.temp.mp3,Biggie Smalls - Notorious Thugs.temp.mp3,REVIEW_REQUIRED,LOW_VALUE,junk/stem/temp filename: Biggie Smalls - Notorious Thugs.temp.mp3,1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.mp3,black sabbath - sweet leaf.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.temp.mp3,black sabbath - sweet leaf.temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Star - Respiration ft. Common.mp3,Black Star - Respiration ft. Common.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - 1st of tha Month.mp3,Bone Thugs N Harmony - 1st of tha Month.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,near_duplicate,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - Crossroads.mp3,Bone Thugs N Harmony - Crossroads.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs n Harmony - Thuggish Ruggish Bone.mp3,Bone Thugs n Harmony - Thuggish Ruggish Bone.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,Bone Thugs-n-Harmony - 1st of tha Month.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,near_duplicate,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Hey Ma ft. Juelz Santana.mp3,CamRon - Hey Ma ft. Juelz Santana.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,similar_title,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Oh Boy ft. Juelz Santana.mp3,CamRon - Oh Boy ft. Juelz Santana.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,similar_title,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Charlie Daniels Band - The South's Gonna Do It (Live).mp3,Charlie Daniels Band - The South's Gonna Do It (Live).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangsta's Paradise (feat. L.V.) [Official Music Video].mp3,Coolio - Gangsta's Paradise (feat. L.V.) [Official Music Video].mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=similar_title, needs grouping review",1.0,ok,similar_title,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Craig Mack - Flava In Ya Ear (Remix) (Official Music Video).mp3,Craig Mack - Flava In Ya Ear (Remix) (Official Music Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Craig Mack - Flava In Ya Ear.mp3,Craig Mack - Flava In Ya Ear.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,near_duplicate,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Waves.mp3,Dimitri Vegas & Like Mike vs W&W - Waves.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,near_duplicate,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line.mp3,Dio - The Last In Line.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line.temp.mp3,Dio - The Last In Line.temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang.mp3,Dr Dre - Nuthin But A ＂G＂ Thang.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,ok,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang.temp.mp3,Dr Dre - Nuthin But A ＂G＂ Thang.temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,ok,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin' But A ＂G＂ Thang [Official Music Video].mp3,Dr Dre - Nuthin' But A ＂G＂ Thang [Official Music Video].mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=near_duplicate, needs grouping review",1.0,ok,near_duplicate,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,ok,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin Gs.mp3,Eazy-E - Real Muthaphuckkin Gs.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=near_duplicate, needs grouping review",1.0,no_change,near_duplicate,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_Country\Eric Church - Over When It's Over (Music Video).mp3,Eric Church - Over When It's Over (Music Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Eric Church - Over When Its Over.mp3,Eric Church - Over When Its Over.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gang Starr - Above The Clouds.mp3,Gang Starr - Above The Clouds.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys - Mind Playing Tricks On Me (Official Video) [Explicit].mp3,Geto Boys - Mind Playing Tricks On Me (Official Video) [Explicit].mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=similar_title, needs grouping review",1.0,ok,similar_title,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys - Mind Playing Tricks On Me.mp3,Geto Boys - Mind Playing Tricks On Me.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.temp.mp3,Hank Williams Jr - Simple Man.temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.mp3,Heaven and Hell - Black Sabbath lyrics.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.temp.mp3,Heaven and Hell - Black Sabbath lyrics.temp.mp3,REVIEW_REQUIRED,LOW_VALUE,junk/stem/temp filename: Heaven and Hell - Black Sabbath lyrics.t,1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,near_duplicate,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - It Was A Good Day.mp3,Ice Cube - It Was A Good Day.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\IceCube - Check Yo Self.mp3,IceCube - Check Yo Self.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,near_duplicate,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - me.mp3,Kelly Clarkson - me.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - mine.mp3,Kelly Clarkson - mine.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til It's Gone (Official Video).mp3,Kenny Chesney - Til It's Gone (Official Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til Its Gone.mp3,Kenny Chesney - Til Its Gone.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin - Rock and Roll HQ.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.temp.mp3,Led Zeppelin - Rock and Roll HQ.temp.mp3,REVIEW_REQUIRED,LOW_VALUE,junk/stem/temp filename: Led Zeppelin - Rock and Roll HQ.temp.mp3,1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That I've Found You.mp3,Martin Garrix - Now That I've Found You.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,no_change,similar_title,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That Ive Found You.mp3,Martin Garrix - Now That Ive Found You.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,similar_title,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MC Lyte 10% Diss.mp3,MC Lyte 10% Diss.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"standard review needed (conf=0.6, col=fallback_parse)",0.6,fallback_parse,none,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil' Kim (Official Video) ft. Lil' Kim.mp3,Mobb Deep - Quiet Storm ft. Lil' Kim (Official Video) ft. Lil' Kim.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones Pt. 1.mp3,Mobb Deep - Shook Ones Pt. 1.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=similar_title, needs grouping review",1.0,no_change,similar_title,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - It Ain't Hard To Tell (Official Video).mp3,Nas - It Ain't Hard To Tell (Official Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Nas - It Aint Hard To Tell.mp3,Nas - It Aint Hard To Tell.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,ok,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].temp.mp3,Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,ok,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Queen Latifah - U.N.I.T.Y..mp3,Queen Latifah - U.N.I.T.Y..mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.mp3,Savatage - Hall Of The Mountain King.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Savatage - Hall Of The Mountain King.temp.mp3,Savatage - Hall Of The Mountain King.temp.mp3,REVIEW_REQUIRED,LOW_VALUE,junk/stem/temp filename: Savatage - Hall Of The Mountain King.tem,1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.mp3,Slayer - Hell Awaits.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.temp.mp3,Slayer - Hell Awaits.temp.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,file no longer exists (Phase 6 renamed),1.0,no_change,near_duplicate,RESOLVED_ALTERNATE,no,approve_alternate,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Gin And Juice.mp3,Snoop Dogg - Gin And Juice.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,near_duplicate,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Who Am I (What's My Name)？.mp3,Snoop Dogg - Who Am I (What's My Name)？.mp3,REVIEW_REQUIRED,MISCLASSIFIED_HELD,COMPLEX_DUPLICATE should be in HELD,1.0,ok,near_duplicate,COMPLEX_DUPLICATE,yes,hold,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Who Am I？.mp3,Snoop Dogg - Who Am I？.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,dup needs review (NEEDS_REVIEW),1.0,no_change,near_duplicate,NEEDS_REVIEW,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Souls Of Mischief - 93 'Til Infinity (Official Video).mp3,Souls Of Mischief - 93 'Til Infinity (Official Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Souls Of Mischief - 93 Til Infinity.mp3,Souls Of Mischief - 93 Til Infinity.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Don't Let Me Down ft. Daya.mp3,The Chainsmokers - Don't Let Me Down ft. Daya.mp3,REVIEW_REQUIRED,CLEAN_REVIEW,"dup_risk=similar_title, needs grouping review",1.0,no_change,similar_title,,yes,keep_review,no
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde - Passin Me By.mp3,The Pharcyde - Passin Me By.mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_primary",1.0,no_change,similar_title,RESOLVED_PRIMARY,yes,approve_primary,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Pharcyde - Passin' Me By (Official HD Music Video).mp3,The Pharcyde - Passin' Me By (Official HD Music Video).mp3,REVIEW_REQUIRED,MISCLASSIFIED_READY,"eligible for promotion, decision=approve_alternate",1.0,ok,similar_title,RESOLVED_ALTERNATE,yes,approve_alternate,yes
